"AÉCIO NEVES";"BRANCO";"DILMA";"NULO";"DÍGITO"
"33.80108752850377";"28.12059238363893";"30.105263157894736";"30.151461782317718";"1"
"16.99701806700579";"17.85966149506347";"18.859649122807017";"16.836914406481156";"2"
"11.173478337133837";"13.5049365303244";"12.701754385964913";"11.852765058119056";"3"
"8.27924925451675";"10.260930888575459";"8.385964912280702";"9.56322648820007";"4"
"6.735660410454306";"8.69181946403385";"7.526315789473684";"8.030996829869672";"5"
"6.349763199438695";"6.399858956276446";"6.912280701754386";"7.00951039098274";"6"
"6.209436940887564";"5.853314527503526";"5.175438596491228";"5.952800281789362";"7"
"5.455183301175232";"4.866008462623413";"5.614035087719298";"5.353997886579782";"8"
"4.999122960884056";"4.4428772919605075";"4.719298245614035";"5.248326875660444";"9"
