"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"AMAPÁ";"AÉCIO NEVES";"1038"
"AMAPÁ";"BRANCO";"25"
"AMAPÁ";"DILMA";"3025"
"AMAPÁ";"NULO";"177"
"CALÇOENE";"AÉCIO NEVES";"1639"
"CALÇOENE";"BRANCO";"26"
"CALÇOENE";"DILMA";"3339"
"CALÇOENE";"NULO";"230"
"CUTIAS";"AÉCIO NEVES";"687"
"CUTIAS";"BRANCO";"5"
"CUTIAS";"DILMA";"1888"
"CUTIAS";"NULO";"71"
"FERREIRA GOMES";"AÉCIO NEVES";"1403"
"FERREIRA GOMES";"BRANCO";"22"
"FERREIRA GOMES";"DILMA";"2370"
"FERREIRA GOMES";"NULO";"190"
"ITAUBAL";"AÉCIO NEVES";"832"
"ITAUBAL";"BRANCO";"11"
"ITAUBAL";"DILMA";"2329"
"ITAUBAL";"NULO";"94"
"LARANJAL DO JARI";"AÉCIO NEVES";"6541"
"LARANJAL DO JARI";"BRANCO";"208"
"LARANJAL DO JARI";"DILMA";"13612"
"LARANJAL DO JARI";"NULO";"986"
"MACAPÁ";"AÉCIO NEVES";"92838"
"MACAPÁ";"BRANCO";"2076"
"MACAPÁ";"DILMA";"130334"
"MACAPÁ";"NULO";"9486"
"MAZAGÃO";"AÉCIO NEVES";"2375"
"MAZAGÃO";"BRANCO";"32"
"MAZAGÃO";"DILMA";"7672"
"MAZAGÃO";"NULO";"350"
"OIAPOQUE";"AÉCIO NEVES";"3420"
"OIAPOQUE";"BRANCO";"98"
"OIAPOQUE";"DILMA";"6818"
"OIAPOQUE";"NULO";"665"
"PEDRA BRANCA DO AMAPARI";"AÉCIO NEVES";"1608"
"PEDRA BRANCA DO AMAPARI";"BRANCO";"29"
"PEDRA BRANCA DO AMAPARI";"DILMA";"4024"
"PEDRA BRANCA DO AMAPARI";"NULO";"235"
"PORTO GRANDE";"AÉCIO NEVES";"2470"
"PORTO GRANDE";"BRANCO";"52"
"PORTO GRANDE";"DILMA";"6521"
"PORTO GRANDE";"NULO";"437"
"PRACUÚBA";"AÉCIO NEVES";"473"
"PRACUÚBA";"BRANCO";"5"
"PRACUÚBA";"DILMA";"1511"
"PRACUÚBA";"NULO";"70"
"SANTANA";"AÉCIO NEVES";"23741"
"SANTANA";"BRANCO";"482"
"SANTANA";"DILMA";"33218"
"SANTANA";"NULO";"2178"
"SERRA DO NAVIO";"AÉCIO NEVES";"923"
"SERRA DO NAVIO";"BRANCO";"25"
"SERRA DO NAVIO";"DILMA";"1528"
"SERRA DO NAVIO";"NULO";"99"
"TARTARUGALZINHO";"AÉCIO NEVES";"1492"
"TARTARUGALZINHO";"BRANCO";"41"
"TARTARUGALZINHO";"DILMA";"3972"
"TARTARUGALZINHO";"NULO";"257"
"VITÓRIA DO JARI";"AÉCIO NEVES";"1300"
"VITÓRIA DO JARI";"BRANCO";"46"
"VITÓRIA DO JARI";"DILMA";"5348"
"VITÓRIA DO JARI";"NULO";"308"
