"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"AFONSO CLÁUDIO";"AÉCIO NEVES";"10310"
"AFONSO CLÁUDIO";"BRANCO";"248"
"AFONSO CLÁUDIO";"DILMA";"7259"
"AFONSO CLÁUDIO";"NULO";"572"
"ALEGRE";"AÉCIO NEVES";"8482"
"ALEGRE";"BRANCO";"283"
"ALEGRE";"DILMA";"8573"
"ALEGRE";"NULO";"508"
"ALFREDO CHAVES";"AÉCIO NEVES";"6153"
"ALFREDO CHAVES";"BRANCO";"161"
"ALFREDO CHAVES";"DILMA";"2499"
"ALFREDO CHAVES";"NULO";"254"
"ALTO RIO NOVO";"AÉCIO NEVES";"1458"
"ALTO RIO NOVO";"BRANCO";"47"
"ALTO RIO NOVO";"DILMA";"3074"
"ALTO RIO NOVO";"NULO";"109"
"ANCHIETA";"AÉCIO NEVES";"9324"
"ANCHIETA";"BRANCO";"343"
"ANCHIETA";"DILMA";"7034"
"ANCHIETA";"NULO";"526"
"APIACÁ";"AÉCIO NEVES";"1947"
"APIACÁ";"BRANCO";"45"
"APIACÁ";"DILMA";"2305"
"APIACÁ";"NULO";"134"
"ARACRUZ";"AÉCIO NEVES";"25544"
"ARACRUZ";"BRANCO";"963"
"ARACRUZ";"DILMA";"20864"
"ARACRUZ";"NULO";"1839"
"ATÍLIO VIVÁCQUA";"AÉCIO NEVES";"2915"
"ATÍLIO VIVÁCQUA";"BRANCO";"90"
"ATÍLIO VIVÁCQUA";"DILMA";"3488"
"ATÍLIO VIVÁCQUA";"NULO";"132"
"BAIXO GUANDU";"AÉCIO NEVES";"8134"
"BAIXO GUANDU";"BRANCO";"327"
"BAIXO GUANDU";"DILMA";"8736"
"BAIXO GUANDU";"NULO";"455"
"BARRA DE SÃO FRANCISCO";"AÉCIO NEVES";"8881"
"BARRA DE SÃO FRANCISCO";"BRANCO";"258"
"BARRA DE SÃO FRANCISCO";"DILMA";"14866"
"BARRA DE SÃO FRANCISCO";"NULO";"472"
"BOA ESPERANÇA";"AÉCIO NEVES";"3156"
"BOA ESPERANÇA";"BRANCO";"103"
"BOA ESPERANÇA";"DILMA";"4778"
"BOA ESPERANÇA";"NULO";"191"
"BOM JESUS DO NORTE";"AÉCIO NEVES";"2251"
"BOM JESUS DO NORTE";"BRANCO";"75"
"BOM JESUS DO NORTE";"DILMA";"2632"
"BOM JESUS DO NORTE";"NULO";"247"
"BREJETUBA";"AÉCIO NEVES";"3185"
"BREJETUBA";"BRANCO";"94"
"BREJETUBA";"DILMA";"2914"
"BREJETUBA";"NULO";"162"
"CACHOEIRO DE ITAPEMIRIM";"AÉCIO NEVES";"63085"
"CACHOEIRO DE ITAPEMIRIM";"BRANCO";"1660"
"CACHOEIRO DE ITAPEMIRIM";"DILMA";"38146"
"CACHOEIRO DE ITAPEMIRIM";"NULO";"2600"
"CARIACICA";"AÉCIO NEVES";"88090"
"CARIACICA";"BRANCO";"4153"
"CARIACICA";"DILMA";"101296"
"CARIACICA";"NULO";"6350"
"CASTELO";"AÉCIO NEVES";"15458"
"CASTELO";"BRANCO";"317"
"CASTELO";"DILMA";"5877"
"CASTELO";"NULO";"555"
"COLATINA";"AÉCIO NEVES";"43812"
"COLATINA";"BRANCO";"933"
"COLATINA";"DILMA";"21301"
"COLATINA";"NULO";"1860"
"CONCEIÇÃO DA BARRA";"AÉCIO NEVES";"5171"
"CONCEIÇÃO DA BARRA";"BRANCO";"264"
"CONCEIÇÃO DA BARRA";"DILMA";"9039"
"CONCEIÇÃO DA BARRA";"NULO";"579"
"CONCEIÇÃO DO CASTELO";"AÉCIO NEVES";"5068"
"CONCEIÇÃO DO CASTELO";"BRANCO";"110"
"CONCEIÇÃO DO CASTELO";"DILMA";"1658"
"CONCEIÇÃO DO CASTELO";"NULO";"263"
"DIVINO DE SÃO LOURENÇO";"AÉCIO NEVES";"1739"
"DIVINO DE SÃO LOURENÇO";"BRANCO";"41"
"DIVINO DE SÃO LOURENÇO";"DILMA";"945"
"DIVINO DE SÃO LOURENÇO";"NULO";"72"
"DOMINGOS MARTINS";"AÉCIO NEVES";"15255"
"DOMINGOS MARTINS";"BRANCO";"374"
"DOMINGOS MARTINS";"DILMA";"5371"
"DOMINGOS MARTINS";"NULO";"432"
"DORES DO RIO PRETO";"AÉCIO NEVES";"1569"
"DORES DO RIO PRETO";"BRANCO";"81"
"DORES DO RIO PRETO";"DILMA";"2507"
"DORES DO RIO PRETO";"NULO";"148"
"ECOPORANGA";"AÉCIO NEVES";"5004"
"ECOPORANGA";"BRANCO";"166"
"ECOPORANGA";"DILMA";"8427"
