"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ACAUÃ";"AÉCIO NEVES";"228"
"ACAUÃ";"BRANCO";"72"
"ACAUÃ";"DILMA";"3727"
"ACAUÃ";"EDUARDO JORGE";"5"
"ACAUÃ";"EYMAEL";"3"
"ACAUÃ";"LEVY FIDELIX";"5"
"ACAUÃ";"LUCIANA GENRO";"7"
"ACAUÃ";"MARINA SILVA";"381"
"ACAUÃ";"MAURO IASI";"3"
"ACAUÃ";"NULO";"236"
"ACAUÃ";"PASTOR EVERALDO";"1"
"ACAUÃ";"ZÉ MARIA";"3"
"AGRICOLÂNDIA";"AÉCIO NEVES";"350"
"AGRICOLÂNDIA";"BRANCO";"76"
"AGRICOLÂNDIA";"DILMA";"2724"
"AGRICOLÂNDIA";"EDUARDO JORGE";"3"
"AGRICOLÂNDIA";"LEVY FIDELIX";"2"
"AGRICOLÂNDIA";"LUCIANA GENRO";"6"
"AGRICOLÂNDIA";"MARINA SILVA";"375"
"AGRICOLÂNDIA";"NULO";"300"
"AGRICOLÂNDIA";"PASTOR EVERALDO";"5"
"AGRICOLÂNDIA";"ZÉ MARIA";"2"
"ALAGOINHA DO PIAUÍ";"AÉCIO NEVES";"414"
"ALAGOINHA DO PIAUÍ";"BRANCO";"85"
"ALAGOINHA DO PIAUÍ";"DILMA";"3764"
"ALAGOINHA DO PIAUÍ";"EDUARDO JORGE";"6"
"ALAGOINHA DO PIAUÍ";"EYMAEL";"1"
"ALAGOINHA DO PIAUÍ";"LEVY FIDELIX";"6"
"ALAGOINHA DO PIAUÍ";"LUCIANA GENRO";"6"
"ALAGOINHA DO PIAUÍ";"MARINA SILVA";"339"
"ALAGOINHA DO PIAUÍ";"NULO";"347"
"ALAGOINHA DO PIAUÍ";"PASTOR EVERALDO";"8"
"ALAGOINHA DO PIAUÍ";"ZÉ MARIA";"5"
"ALEGRETE DO PIAUÍ";"AÉCIO NEVES";"267"
"ALEGRETE DO PIAUÍ";"BRANCO";"52"
"ALEGRETE DO PIAUÍ";"DILMA";"2501"
"ALEGRETE DO PIAUÍ";"EDUARDO JORGE";"6"
"ALEGRETE DO PIAUÍ";"LEVY FIDELIX";"7"
"ALEGRETE DO PIAUÍ";"LUCIANA GENRO";"1"
"ALEGRETE DO PIAUÍ";"MARINA SILVA";"401"
"ALEGRETE DO PIAUÍ";"MAURO IASI";"1"
"ALEGRETE DO PIAUÍ";"NULO";"209"
"ALEGRETE DO PIAUÍ";"PASTOR EVERALDO";"5"
"ALTO LONGÁ";"AÉCIO NEVES";"823"
"ALTO LONGÁ";"BRANCO";"93"
"ALTO LONGÁ";"DILMA";"6395"
"ALTO LONGÁ";"EDUARDO JORGE";"15"
"ALTO LONGÁ";"EYMAEL";"2"
"ALTO LONGÁ";"LEVY FIDELIX";"4"
"ALTO LONGÁ";"LUCIANA GENRO";"35"
"ALTO LONGÁ";"MARINA SILVA";"1327"
"ALTO LONGÁ";"NULO";"515"
"ALTO LONGÁ";"PASTOR EVERALDO";"17"
"ALTO LONGÁ";"ZÉ MARIA";"5"
"ALTOS";"AÉCIO NEVES";"2498"
"ALTOS";"BRANCO";"556"
"ALTOS";"DILMA";"17542"
"ALTOS";"EDUARDO JORGE";"43"
"ALTOS";"EYMAEL";"7"
"ALTOS";"LEVY FIDELIX";"17"
"ALTOS";"LUCIANA GENRO";"105"
"ALTOS";"MARINA SILVA";"2645"
"ALTOS";"MAURO IASI";"5"
"ALTOS";"NULO";"1339"
"ALTOS";"PASTOR EVERALDO";"54"
"ALTOS";"RUI COSTA PIMENTA";"2"
"ALTOS";"ZÉ MARIA";"16"
"ALVORADA DO GURGUÉIA";"AÉCIO NEVES";"137"
"ALVORADA DO GURGUÉIA";"BRANCO";"30"
"ALVORADA DO GURGUÉIA";"DILMA";"2513"
"ALVORADA DO GURGUÉIA";"EDUARDO JORGE";"5"
"ALVORADA DO GURGUÉIA";"EYMAEL";"1"
"ALVORADA DO GURGUÉIA";"LEVY FIDELIX";"6"
"ALVORADA DO GURGUÉIA";"MARINA SILVA";"188"
"ALVORADA DO GURGUÉIA";"NULO";"193"
"ALVORADA DO GURGUÉIA";"PASTOR EVERALDO";"7"
"ALVORADA DO GURGUÉIA";"ZÉ MARIA";"1"
"AMARANTE";"AÉCIO NEVES";"776"
"AMARANTE";"BRANCO";"168"
"AMARANTE";"DILMA";"7941"
"AMARANTE";"EDUARDO JORGE";"11"
"AMARANTE";"EYMAEL";"4"
"AMARANTE";"LEVY FIDELIX";"11"
"AMARANTE";"LUCIANA GENRO";"28"
"AMARANTE";"MARINA SILVA";"1164"
"AMARANTE";"MAURO IASI";"1"
"AMARANTE";"NULO";"697"
"AMARANTE";"PASTOR EVERALDO";"34"
"AMARANTE";"ZÉ MARIA";"6"
"ANGICAL DO PIAUÍ";"AÉCIO NEVES";"539"
"ANGICAL DO PIAUÍ";"BRANCO";"108"
"ANGICAL DO PIAUÍ";"DILMA";"3611"
"ANGICAL DO PIAUÍ";"EDUARDO JORGE";"12"
"ANGICAL DO PIAUÍ";"EYMAEL";"1"
"ANGICAL DO PIAUÍ";"LEVY FIDELIX";"12"
"ANGICAL DO PIAUÍ";"LUCIANA GENRO";"28"
"ANGICAL DO PIAUÍ";"MARINA SILVA";"745"
"ANGICAL DO PIAUÍ";"MAURO IASI";"2"
"ANGICAL DO PIAUÍ";"NULO";"298"
"ANGICAL DO PIAUÍ";"PASTOR EVERALDO";"8"
"ANGICAL DO PIAUÍ";"ZÉ MARIA";"4"
"ANTÔNIO ALMEIDA";"AÉCIO NEVES";"275"
"ANTÔNIO ALMEIDA";"BRANCO";"26"
"ANTÔNIO ALMEIDA";"DILMA";"1201"
"ANTÔNIO ALMEIDA";"EDUARDO JORGE";"2"
"ANTÔNIO ALMEIDA";"MARINA SILVA";"635"
"ANTÔNIO ALMEIDA";"NULO";"109"
"ANTÔNIO ALMEIDA";"PASTOR EVERALDO";"10"
"ANTÔNIO ALMEIDA";"ZÉ MARIA";"1"
"ANÍSIO DE ABREU";"AÉCIO NEVES";"502"
"ANÍSIO DE ABREU";"BRANCO";"63"
"ANÍSIO DE ABREU";"DILMA";"3725"
"ANÍSIO DE ABREU";"EDUARDO JORGE";"2"
"ANÍSIO DE ABREU";"EYMAEL";"2"
"ANÍSIO DE ABREU";"LEVY FIDELIX";"2"
"ANÍSIO DE ABREU";"LUCIANA GENRO";"4"
"ANÍSIO DE ABREU";"MARINA SILVA";"439"
"ANÍSIO DE ABREU";"NULO";"387"
"ANÍSIO DE ABREU";"PASTOR EVERALDO";"14"
"ANÍSIO DE ABREU";"ZÉ MARIA";"1"
"AROAZES";"AÉCIO NEVES";"281"
"AROAZES";"BRANCO";"43"
"AROAZES";"DILMA";"3286"
"AROAZES";"EDUARDO JORGE";"9"
"AROAZES";"LEVY FIDELIX";"3"
"AROAZES";"LUCIANA GENRO";"8"
"AROAZES";"MARINA SILVA";"274"
"AROAZES";"MAURO IASI";"4"
"AROAZES";"NULO";"298"
"AROAZES";"ZÉ MARIA";"1"
"AROEIRAS DO ITAIM";"AÉCIO NEVES";"174"
"AROEIRAS DO ITAIM";"BRANCO";"50"
"AROEIRAS DO ITAIM";"DILMA";"2157"
"AROEIRAS DO ITAIM";"EDUARDO JORGE";"4"
"AROEIRAS DO ITAIM";"LEVY FIDELIX";"2"
"AROEIRAS DO ITAIM";"LUCIANA GENRO";"9"
"AROEIRAS DO ITAIM";"MARINA SILVA";"157"
"AROEIRAS DO ITAIM";"NULO";"163"
"AROEIRAS DO ITAIM";"PASTOR EVERALDO";"2"
"AROEIRAS DO ITAIM";"ZÉ MARIA";"1"
"ARRAIAL";"AÉCIO NEVES";"174"
"ARRAIAL";"BRANCO";"50"
"ARRAIAL";"DILMA";"2286"
"ARRAIAL";"EDUARDO JORGE";"3"
"ARRAIAL";"LEVY FIDELIX";"6"
"ARRAIAL";"LUCIANA GENRO";"10"
"ARRAIAL";"MARINA SILVA";"259"
"ARRAIAL";"MAURO IASI";"4"
"ARRAIAL";"NULO";"196"
"ARRAIAL";"PASTOR EVERALDO";"9"
"ARRAIAL";"ZÉ MARIA";"5"
"ASSUNÇÃO DO PIAUÍ";"AÉCIO NEVES";"593"
"ASSUNÇÃO DO PIAUÍ";"BRANCO";"116"
"ASSUNÇÃO DO PIAUÍ";"DILMA";"2785"
"ASSUNÇÃO DO PIAUÍ";"EDUARDO JORGE";"4"
"ASSUNÇÃO DO PIAUÍ";"EYMAEL";"1"
"ASSUNÇÃO DO PIAUÍ";"LEVY FIDELIX";"5"
"ASSUNÇÃO DO PIAUÍ";"LUCIANA GENRO";"2"
"ASSUNÇÃO DO PIAUÍ";"MARINA SILVA";"254"
"ASSUNÇÃO DO PIAUÍ";"MAURO IASI";"1"
"ASSUNÇÃO DO PIAUÍ";"NULO";"367"
"ASSUNÇÃO DO PIAUÍ";"PASTOR EVERALDO";"6"
"AVELINO LOPES";"AÉCIO NEVES";"570"
"AVELINO LOPES";"BRANCO";"89"
"AVELINO LOPES";"DILMA";"4422"
"AVELINO LOPES";"EDUARDO JORGE";"3"
"AVELINO LOPES";"EYMAEL";"4"
"AVELINO LOPES";"LEVY FIDELIX";"7"
"AVELINO LOPES";"LUCIANA GENRO";"2"
"AVELINO LOPES";"MARINA SILVA";"543"
"AVELINO LOPES";"MAURO IASI";"1"
"AVELINO LOPES";"NULO";"491"
"AVELINO LOPES";"PASTOR EVERALDO";"48"
"AVELINO LOPES";"ZÉ MARIA";"2"
"BAIXA GRANDE DO RIBEIRO";"AÉCIO NEVES";"620"
"BAIXA GRANDE DO RIBEIRO";"BRANCO";"67"
"BAIXA GRANDE DO RIBEIRO";"DILMA";"4678"
"BAIXA GRANDE DO RIBEIRO";"EDUARDO JORGE";"6"
"BAIXA GRANDE DO RIBEIRO";"EYMAEL";"2"
"BAIXA GRANDE DO RIBEIRO";"LEVY FIDELIX";"7"
"BAIXA GRANDE DO RIBEIRO";"LUCIANA GENRO";"6"
"BAIXA GRANDE DO RIBEIRO";"MARINA SILVA";"620"
"BAIXA GRANDE DO RIBEIRO";"NULO";"258"
"BAIXA GRANDE DO RIBEIRO";"PASTOR EVERALDO";"20"
"BAIXA GRANDE DO RIBEIRO";"ZÉ MARIA";"3"
"BARRA D'ALCÂNTARA";"AÉCIO NEVES";"272"
"BARRA D'ALCÂNTARA";"BRANCO";"33"
"BARRA D'ALCÂNTARA";"DILMA";"1576"
"BARRA D'ALCÂNTARA";"EDUARDO JORGE";"6"
"BARRA D'ALCÂNTARA";"LEVY FIDELIX";"2"
"BARRA D'ALCÂNTARA";"LUCIANA GENRO";"5"
"BARRA D'ALCÂNTARA";"MARINA SILVA";"345"
"BARRA D'ALCÂNTARA";"NULO";"173"
"BARRA D'ALCÂNTARA";"PASTOR EVERALDO";"2"
"BARRA D'ALCÂNTARA";"ZÉ MARIA";"1"
"BARRAS";"AÉCIO NEVES";"2920"
"BARRAS";"BRANCO";"566"
"BARRAS";"DILMA";"16912"
"BARRAS";"EDUARDO JORGE";"45"
"BARRAS";"EYMAEL";"8"
"BARRAS";"LEVY FIDELIX";"12"
"BARRAS";"LUCIANA GENRO";"88"
"BARRAS";"MARINA SILVA";"2918"
"BARRAS";"MAURO IASI";"4"
"BARRAS";"NULO";"1906"
"BARRAS";"PASTOR EVERALDO";"86"
"BARRAS";"RUI COSTA PIMENTA";"1"
"BARRAS";"ZÉ MARIA";"8"
"BARREIRAS DO PIAUÍ";"AÉCIO NEVES";"164"
"BARREIRAS DO PIAUÍ";"BRANCO";"31"
"BARREIRAS DO PIAUÍ";"DILMA";"1370"
"BARREIRAS DO PIAUÍ";"EDUARDO JORGE";"1"
"BARREIRAS DO PIAUÍ";"LEVY FIDELIX";"4"
"BARREIRAS DO PIAUÍ";"LUCIANA GENRO";"3"
"BARREIRAS DO PIAUÍ";"MARINA SILVA";"438"
"BARREIRAS DO PIAUÍ";"NULO";"168"
"BARREIRAS DO PIAUÍ";"PASTOR EVERALDO";"3"
"BARREIRAS DO PIAUÍ";"ZÉ MARIA";"1"
"BARRO DURO";"AÉCIO NEVES";"445"
"BARRO DURO";"BRANCO";"62"
"BARRO DURO";"DILMA";"2856"
"BARRO DURO";"EDUARDO JORGE";"50"
"BARRO DURO";"LEVY FIDELIX";"3"
"BARRO DURO";"LUCIANA GENRO";"8"
"BARRO DURO";"MARINA SILVA";"810"
"BARRO DURO";"NULO";"205"
"BARRO DURO";"PASTOR EVERALDO";"12"
"BARRO DURO";"ZÉ MARIA";"1"
"BATALHA";"AÉCIO NEVES";"2470"
"BATALHA";"BRANCO";"293"
"BATALHA";"DILMA";"9716"
"BATALHA";"EDUARDO JORGE";"18"
"BATALHA";"EYMAEL";"2"
"BATALHA";"LEVY FIDELIX";"10"
"BATALHA";"LUCIANA GENRO";"27"
"BATALHA";"MARINA SILVA";"1889"
"BATALHA";"MAURO IASI";"2"
"BATALHA";"NULO";"1117"
"BATALHA";"PASTOR EVERALDO";"47"
"BATALHA";"RUI COSTA PIMENTA";"2"
"BATALHA";"ZÉ MARIA";"8"
"BELA VISTA DO PIAUÍ";"AÉCIO NEVES";"114"
"BELA VISTA DO PIAUÍ";"BRANCO";"40"
"BELA VISTA DO PIAUÍ";"DILMA";"2255"
"BELA VISTA DO PIAUÍ";"EYMAEL";"3"
"BELA VISTA DO PIAUÍ";"LEVY FIDELIX";"3"
"BELA VISTA DO PIAUÍ";"LUCIANA GENRO";"6"
"BELA VISTA DO PIAUÍ";"MARINA SILVA";"98"
"BELA VISTA DO PIAUÍ";"MAURO IASI";"1"
"BELA VISTA DO PIAUÍ";"NULO";"119"
"BELA VISTA DO PIAUÍ";"PASTOR EVERALDO";"5"
"BELA VISTA DO PIAUÍ";"ZÉ MARIA";"2"
"BELÉM DO PIAUÍ";"AÉCIO NEVES";"101"
"BELÉM DO PIAUÍ";"BRANCO";"33"
"BELÉM DO PIAUÍ";"DILMA";"1784"
"BELÉM DO PIAUÍ";"EDUARDO JORGE";"1"
"BELÉM DO PIAUÍ";"EYMAEL";"1"
"BELÉM DO PIAUÍ";"LEVY FIDELIX";"6"
"BELÉM DO PIAUÍ";"LUCIANA GENRO";"5"
"BELÉM DO PIAUÍ";"MARINA SILVA";"204"
"BELÉM DO PIAUÍ";"NULO";"97"
"BELÉM DO PIAUÍ";"PASTOR EVERALDO";"17"
"BELÉM DO PIAUÍ";"ZÉ MARIA";"1"
"BENEDITINOS";"AÉCIO NEVES";"866"
"BENEDITINOS";"BRANCO";"86"
"BENEDITINOS";"DILMA";"4958"
"BENEDITINOS";"EDUARDO JORGE";"8"
"BENEDITINOS";"EYMAEL";"3"
"BENEDITINOS";"LEVY FIDELIX";"12"
"BENEDITINOS";"LUCIANA GENRO";"6"
"BENEDITINOS";"MARINA SILVA";"515"
"BENEDITINOS";"MAURO IASI";"3"
"BENEDITINOS";"NULO";"542"
"BENEDITINOS";"PASTOR EVERALDO";"10"
"BENEDITINOS";"ZÉ MARIA";"3"
"BERTOLÍNIA";"AÉCIO NEVES";"302"
"BERTOLÍNIA";"BRANCO";"48"
"BERTOLÍNIA";"DILMA";"2597"
"BERTOLÍNIA";"EDUARDO JORGE";"7"
"BERTOLÍNIA";"LEVY FIDELIX";"1"
"BERTOLÍNIA";"LUCIANA GENRO";"16"
"BERTOLÍNIA";"MARINA SILVA";"233"
"BERTOLÍNIA";"NULO";"130"
"BERTOLÍNIA";"PASTOR EVERALDO";"3"
"BETÂNIA DO PIAUÍ";"AÉCIO NEVES";"184"
"BETÂNIA DO PIAUÍ";"BRANCO";"59"
"BETÂNIA DO PIAUÍ";"DILMA";"3091"
"BETÂNIA DO PIAUÍ";"EDUARDO JORGE";"3"
"BETÂNIA DO PIAUÍ";"EYMAEL";"2"
"BETÂNIA DO PIAUÍ";"LEVY FIDELIX";"3"
"BETÂNIA DO PIAUÍ";"LUCIANA GENRO";"4"
"BETÂNIA DO PIAUÍ";"MARINA SILVA";"290"
"BETÂNIA DO PIAUÍ";"MAURO IASI";"1"
"BETÂNIA DO PIAUÍ";"NULO";"319"
"BETÂNIA DO PIAUÍ";"PASTOR EVERALDO";"3"
"BETÂNIA DO PIAUÍ";"RUI COSTA PIMENTA";"1"
"BETÂNIA DO PIAUÍ";"ZÉ MARIA";"3"
"BOA HORA";"AÉCIO NEVES";"350"
"BOA HORA";"BRANCO";"82"
"BOA HORA";"DILMA";"2950"
"BOA HORA";"EDUARDO JORGE";"6"
"BOA HORA";"LEVY FIDELIX";"3"
"BOA HORA";"LUCIANA GENRO";"10"
"BOA HORA";"MARINA SILVA";"553"
"BOA HORA";"NULO";"359"
"BOA HORA";"PASTOR EVERALDO";"24"
"BOCAINA";"AÉCIO NEVES";"677"
"BOCAINA";"BRANCO";"43"
"BOCAINA";"DILMA";"2859"
"BOCAINA";"EDUARDO JORGE";"8"
"BOCAINA";"LEVY FIDELIX";"9"
"BOCAINA";"LUCIANA GENRO";"16"
"BOCAINA";"MARINA SILVA";"564"
"BOCAINA";"NULO";"178"
"BOCAINA";"PASTOR EVERALDO";"4"
"BOCAINA";"ZÉ MARIA";"1"
"BOM JESUS";"AÉCIO NEVES";"2463"
"BOM JESUS";"BRANCO";"260"
"BOM JESUS";"DILMA";"7318"
"BOM JESUS";"EDUARDO JORGE";"19"
"BOM JESUS";"EYMAEL";"1"
"BOM JESUS";"LEVY FIDELIX";"5"
"BOM JESUS";"LUCIANA GENRO";"33"
"BOM JESUS";"MARINA SILVA";"1294"
"BOM JESUS";"MAURO IASI";"3"
"BOM JESUS";"NULO";"693"
"BOM JESUS";"PASTOR EVERALDO";"20"
"BOM JESUS";"RUI COSTA PIMENTA";"4"
