"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ABAIARA";"AÉCIO NEVES";"290"
"ABAIARA";"BRANCO";"134"
"ABAIARA";"DILMA";"4120"
"ABAIARA";"EDUARDO JORGE";"3"
"ABAIARA";"EYMAEL";"1"
"ABAIARA";"LEVY FIDELIX";"4"
"ABAIARA";"LUCIANA GENRO";"15"
"ABAIARA";"MARINA SILVA";"242"
"ABAIARA";"MAURO IASI";"1"
"ABAIARA";"NULO";"378"
"ABAIARA";"PASTOR EVERALDO";"9"
"ABAIARA";"RUI COSTA PIMENTA";"1"
"ABAIARA";"ZÉ MARIA";"3"
"ACARAPE";"AÉCIO NEVES";"922"
"ACARAPE";"BRANCO";"313"
"ACARAPE";"DILMA";"5751"
"ACARAPE";"EDUARDO JORGE";"11"
"ACARAPE";"EYMAEL";"3"
"ACARAPE";"LEVY FIDELIX";"20"
"ACARAPE";"LUCIANA GENRO";"33"
"ACARAPE";"MARINA SILVA";"1541"
"ACARAPE";"MAURO IASI";"2"
"ACARAPE";"NULO";"531"
"ACARAPE";"PASTOR EVERALDO";"58"
"ACARAPE";"ZÉ MARIA";"5"
"ACARAÚ";"AÉCIO NEVES";"2919"
"ACARAÚ";"BRANCO";"774"
"ACARAÚ";"DILMA";"23139"
"ACARAÚ";"EDUARDO JORGE";"39"
"ACARAÚ";"EYMAEL";"10"
"ACARAÚ";"LEVY FIDELIX";"59"
"ACARAÚ";"LUCIANA GENRO";"84"
"ACARAÚ";"MARINA SILVA";"2606"
"ACARAÚ";"MAURO IASI";"8"
"ACARAÚ";"NULO";"1942"
"ACARAÚ";"PASTOR EVERALDO";"102"
"ACARAÚ";"RUI COSTA PIMENTA";"3"
"ACARAÚ";"ZÉ MARIA";"9"
"ACOPIARA";"AÉCIO NEVES";"2211"
"ACOPIARA";"BRANCO";"775"
"ACOPIARA";"DILMA";"22990"
"ACOPIARA";"EDUARDO JORGE";"27"
"ACOPIARA";"EYMAEL";"10"
"ACOPIARA";"LEVY FIDELIX";"19"
"ACOPIARA";"LUCIANA GENRO";"64"
"ACOPIARA";"MARINA SILVA";"1119"
"ACOPIARA";"MAURO IASI";"3"
"ACOPIARA";"NULO";"2312"
"ACOPIARA";"PASTOR EVERALDO";"49"
"ACOPIARA";"ZÉ MARIA";"9"
"AIUABA";"AÉCIO NEVES";"477"
"AIUABA";"BRANCO";"137"
"AIUABA";"DILMA";"6282"
"AIUABA";"EDUARDO JORGE";"9"
"AIUABA";"EYMAEL";"1"
"AIUABA";"LEVY FIDELIX";"7"
"AIUABA";"LUCIANA GENRO";"20"
"AIUABA";"MARINA SILVA";"313"
"AIUABA";"MAURO IASI";"3"
"AIUABA";"NULO";"733"
"AIUABA";"PASTOR EVERALDO";"8"
"AIUABA";"ZÉ MARIA";"1"
"ALCÂNTARAS";"AÉCIO NEVES";"589"
"ALCÂNTARAS";"BRANCO";"182"
"ALCÂNTARAS";"DILMA";"4812"
"ALCÂNTARAS";"EDUARDO JORGE";"6"
"ALCÂNTARAS";"EYMAEL";"3"
"ALCÂNTARAS";"LEVY FIDELIX";"9"
"ALCÂNTARAS";"LUCIANA GENRO";"109"
"ALCÂNTARAS";"MARINA SILVA";"454"
"ALCÂNTARAS";"MAURO IASI";"2"
"ALCÂNTARAS";"NULO";"486"
"ALCÂNTARAS";"PASTOR EVERALDO";"13"
"ALCÂNTARAS";"ZÉ MARIA";"3"
"ALTANEIRA";"AÉCIO NEVES";"589"
"ALTANEIRA";"BRANCO";"105"
"ALTANEIRA";"DILMA";"3233"
"ALTANEIRA";"EDUARDO JORGE";"5"
"ALTANEIRA";"EYMAEL";"1"
"ALTANEIRA";"LEVY FIDELIX";"3"
"ALTANEIRA";"LUCIANA GENRO";"28"
"ALTANEIRA";"MARINA SILVA";"195"
"ALTANEIRA";"MAURO IASI";"1"
"ALTANEIRA";"NULO";"315"
"ALTANEIRA";"PASTOR EVERALDO";"7"
"ALTANEIRA";"RUI COSTA PIMENTA";"2"
"ALTANEIRA";"ZÉ MARIA";"3"
"ALTO SANTO";"AÉCIO NEVES";"808"
"ALTO SANTO";"BRANCO";"240"
"ALTO SANTO";"DILMA";"7405"
"ALTO SANTO";"EDUARDO JORGE";"10"
"ALTO SANTO";"EYMAEL";"3"
"ALTO SANTO";"LEVY FIDELIX";"3"
"ALTO SANTO";"LUCIANA GENRO";"18"
"ALTO SANTO";"MARINA SILVA";"425"
"ALTO SANTO";"MAURO IASI";"2"
"ALTO SANTO";"NULO";"624"
"ALTO SANTO";"PASTOR EVERALDO";"28"
"ALTO SANTO";"RUI COSTA PIMENTA";"1"
"ALTO SANTO";"ZÉ MARIA";"4"
"AMONTADA";"AÉCIO NEVES";"2714"
"AMONTADA";"BRANCO";"466"
"AMONTADA";"DILMA";"16077"
"AMONTADA";"EDUARDO JORGE";"62"
