"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ALVARÃES";"AÉCIO NEVES";"655"
"ALVARÃES";"BRANCO";"29"
"ALVARÃES";"DILMA";"5086"
"ALVARÃES";"EDUARDO JORGE";"4"
"ALVARÃES";"EYMAEL";"2"
"ALVARÃES";"LEVY FIDELIX";"1"
"ALVARÃES";"LUCIANA GENRO";"8"
"ALVARÃES";"MARINA SILVA";"466"
"ALVARÃES";"MAURO IASI";"3"
"ALVARÃES";"NULO";"329"
"ALVARÃES";"PASTOR EVERALDO";"44"
"ALVARÃES";"RUI COSTA PIMENTA";"2"
"ALVARÃES";"ZÉ MARIA";"1"
"AMATURÁ";"AÉCIO NEVES";"358"
"AMATURÁ";"BRANCO";"25"
"AMATURÁ";"DILMA";"2816"
"AMATURÁ";"EDUARDO JORGE";"1"
"AMATURÁ";"LEVY FIDELIX";"2"
"AMATURÁ";"LUCIANA GENRO";"3"
"AMATURÁ";"MARINA SILVA";"440"
"AMATURÁ";"MAURO IASI";"2"
"AMATURÁ";"NULO";"264"
"AMATURÁ";"PASTOR EVERALDO";"85"
"AMATURÁ";"ZÉ MARIA";"4"
"ANAMÃ";"AÉCIO NEVES";"507"
"ANAMÃ";"BRANCO";"30"
"ANAMÃ";"DILMA";"3437"
"ANAMÃ";"EDUARDO JORGE";"3"
"ANAMÃ";"EYMAEL";"2"
"ANAMÃ";"LEVY FIDELIX";"4"
"ANAMÃ";"LUCIANA GENRO";"2"
"ANAMÃ";"MARINA SILVA";"602"
"ANAMÃ";"NULO";"232"
"ANAMÃ";"PASTOR EVERALDO";"65"
"ANORI";"AÉCIO NEVES";"1386"
"ANORI";"BRANCO";"55"
"ANORI";"DILMA";"4145"
"ANORI";"EDUARDO JORGE";"5"
"ANORI";"EYMAEL";"2"
"ANORI";"LEVY FIDELIX";"10"
"ANORI";"LUCIANA GENRO";"5"
"ANORI";"MARINA SILVA";"809"
"ANORI";"MAURO IASI";"1"
"ANORI";"NULO";"292"
