"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"AGUIAR";"AÉCIO NEVES";"758"
"AGUIAR";"BRANCO";"41"
"AGUIAR";"DILMA";"2547"
"AGUIAR";"NULO";"172"
"ALAGOA GRANDE";"AÉCIO NEVES";"5020"
"ALAGOA GRANDE";"BRANCO";"374"
"ALAGOA GRANDE";"DILMA";"9980"
"ALAGOA GRANDE";"NULO";"1054"
"ALAGOA NOVA";"AÉCIO NEVES";"4625"
"ALAGOA NOVA";"BRANCO";"240"
"ALAGOA NOVA";"DILMA";"5986"
"ALAGOA NOVA";"NULO";"744"
"ALAGOINHA";"AÉCIO NEVES";"1912"
"ALAGOINHA";"BRANCO";"171"
"ALAGOINHA";"DILMA";"5712"
"ALAGOINHA";"NULO";"424"
"ALCANTIL";"AÉCIO NEVES";"1464"
"ALCANTIL";"BRANCO";"63"
"ALCANTIL";"DILMA";"2082"
"ALCANTIL";"NULO";"167"
"ALGODÃO DE JANDAÍRA";"AÉCIO NEVES";"225"
"ALGODÃO DE JANDAÍRA";"BRANCO";"22"
"ALGODÃO DE JANDAÍRA";"DILMA";"1866"
"ALGODÃO DE JANDAÍRA";"NULO";"126"
"ALHANDRA";"AÉCIO NEVES";"4724"
"ALHANDRA";"BRANCO";"353"
"ALHANDRA";"DILMA";"7961"
"ALHANDRA";"NULO";"729"
"AMPARO";"AÉCIO NEVES";"258"
"AMPARO";"BRANCO";"20"
"AMPARO";"DILMA";"1470"
"AMPARO";"NULO";"80"
"APARECIDA";"AÉCIO NEVES";"1227"
"APARECIDA";"BRANCO";"75"
"APARECIDA";"DILMA";"3941"
"APARECIDA";"NULO";"247"
"ARARA";"AÉCIO NEVES";"2002"
"ARARA";"BRANCO";"121"
"ARARA";"DILMA";"4030"
"ARARA";"NULO";"441"
"ARARUNA";"AÉCIO NEVES";"4074"
"ARARUNA";"BRANCO";"184"
"ARARUNA";"DILMA";"5028"
"ARARUNA";"NULO";"498"
"ARAÇAGI";"AÉCIO NEVES";"2345"
"ARAÇAGI";"BRANCO";"182"
"ARAÇAGI";"DILMA";"7029"
"ARAÇAGI";"NULO";"511"
"AREIA";"AÉCIO NEVES";"3267"
"AREIA";"BRANCO";"355"
"AREIA";"DILMA";"10027"
"AREIA";"NULO";"953"
"AREIA DE BARAÚNAS";"AÉCIO NEVES";"377"
"AREIA DE BARAÚNAS";"BRANCO";"17"
"AREIA DE BARAÚNAS";"DILMA";"1027"
"AREIA DE BARAÚNAS";"NULO";"60"
"AREIAL";"AÉCIO NEVES";"1545"
"AREIAL";"BRANCO";"103"
"AREIAL";"DILMA";"2565"
"AREIAL";"NULO";"227"
"AROEIRAS";"AÉCIO NEVES";"2438"
"AROEIRAS";"BRANCO";"222"
"AROEIRAS";"DILMA";"8681"
"AROEIRAS";"NULO";"671"
"ASSUNÇÃO";"AÉCIO NEVES";"610"
"ASSUNÇÃO";"BRANCO";"50"
"ASSUNÇÃO";"DILMA";"1842"
"ASSUNÇÃO";"NULO";"155"
"BANANEIRAS";"AÉCIO NEVES";"3514"
"BANANEIRAS";"BRANCO";"250"
"BANANEIRAS";"DILMA";"8455"
"BANANEIRAS";"NULO";"791"
"BARAÚNA";"AÉCIO NEVES";"702"
"BARAÚNA";"BRANCO";"54"
"BARAÚNA";"DILMA";"2187"
"BARAÚNA";"NULO";"171"
"BARRA DE SANTA ROSA";"AÉCIO NEVES";"1788"
"BARRA DE SANTA ROSA";"BRANCO";"116"
"BARRA DE SANTA ROSA";"DILMA";"6051"
"BARRA DE SANTA ROSA";"NULO";"427"
"BARRA DE SANTANA";"AÉCIO NEVES";"1764"
"BARRA DE SANTANA";"BRANCO";"122"
"BARRA DE SANTANA";"DILMA";"3692"
"BARRA DE SANTANA";"NULO";"352"
"BARRA DE SÃO MIGUEL";"AÉCIO NEVES";"937"
"BARRA DE SÃO MIGUEL";"BRANCO";"65"
"BARRA DE SÃO MIGUEL";"DILMA";"2625"
"BARRA DE SÃO MIGUEL";"NULO";"254"
"BAYEUX";"AÉCIO NEVES";"17795"
"BAYEUX";"BRANCO";"1357"
"BAYEUX";"DILMA";"35746"
"BAYEUX";"NULO";"3663"
"BAÍA DA TRAIÇÃO";"AÉCIO NEVES";"1275"
"BAÍA DA TRAIÇÃO";"BRANCO";"67"
"BAÍA DA TRAIÇÃO";"DILMA";"3096"
"BAÍA DA TRAIÇÃO";"NULO";"267"
"BELÉM";"AÉCIO NEVES";"3337"
"BELÉM";"BRANCO";"175"
"BELÉM";"DILMA";"6217"
"BELÉM";"NULO";"490"
"BELÉM DO BREJO DO CRUZ";"AÉCIO NEVES";"1287"
"BELÉM DO BREJO DO CRUZ";"BRANCO";"48"
"BELÉM DO BREJO DO CRUZ";"DILMA";"2967"
"BELÉM DO BREJO DO CRUZ";"NULO";"200"
"BERNARDINO BATISTA";"AÉCIO NEVES";"256"
"BERNARDINO BATISTA";"BRANCO";"22"
"BERNARDINO BATISTA";"DILMA";"1556"
"BERNARDINO BATISTA";"NULO";"130"
"BOA VENTURA";"AÉCIO NEVES";"895"
"BOA VENTURA";"BRANCO";"47"
"BOA VENTURA";"DILMA";"2775"
"BOA VENTURA";"NULO";"189"
"BOA VISTA";"AÉCIO NEVES";"1767"
"BOA VISTA";"BRANCO";"96"
"BOA VISTA";"DILMA";"2761"
"BOA VISTA";"NULO";"220"
"BOM JESUS";"AÉCIO NEVES";"379"
"BOM JESUS";"BRANCO";"30"
"BOM JESUS";"DILMA";"1706"
"BOM JESUS";"NULO";"105"
"BOM SUCESSO";"AÉCIO NEVES";"633"
"BOM SUCESSO";"BRANCO";"44"
"BOM SUCESSO";"DILMA";"2546"
"BOM SUCESSO";"NULO";"122"
"BONITO DE SANTA FÉ";"AÉCIO NEVES";"1567"
"BONITO DE SANTA FÉ";"BRANCO";"64"
"BONITO DE SANTA FÉ";"DILMA";"3877"
"BONITO DE SANTA FÉ";"NULO";"308"
"BOQUEIRÃO";"AÉCIO NEVES";"3299"
"BOQUEIRÃO";"BRANCO";"166"
"BOQUEIRÃO";"DILMA";"7301"
"BOQUEIRÃO";"NULO";"531"
"BORBOREMA";"AÉCIO NEVES";"993"
"BORBOREMA";"BRANCO";"48"
"BORBOREMA";"DILMA";"1989"
"BORBOREMA";"NULO";"208"
"BREJO DO CRUZ";"AÉCIO NEVES";"2254"
"BREJO DO CRUZ";"BRANCO";"100"
"BREJO DO CRUZ";"DILMA";"4877"
"BREJO DO CRUZ";"NULO";"386"
"BREJO DOS SANTOS";"AÉCIO NEVES";"1045"
"BREJO DOS SANTOS";"BRANCO";"71"
"BREJO DOS SANTOS";"DILMA";"3139"
"BREJO DOS SANTOS";"NULO";"171"
"CAAPORÃ";"AÉCIO NEVES";"3175"
"CAAPORÃ";"BRANCO";"476"
"CAAPORÃ";"DILMA";"8674"
"CAAPORÃ";"NULO";"767"
"CABACEIRAS";"AÉCIO NEVES";"1200"
"CABACEIRAS";"BRANCO";"95"
"CABACEIRAS";"DILMA";"2219"
"CABACEIRAS";"NULO";"214"
"CABEDELO";"AÉCIO NEVES";"13640"
"CABEDELO";"BRANCO";"726"
"CABEDELO";"DILMA";"17146"
"CABEDELO";"NULO";"2124"
"CACHOEIRA DOS ÍNDIOS";"AÉCIO NEVES";"827"
"CACHOEIRA DOS ÍNDIOS";"BRANCO";"79"
"CACHOEIRA DOS ÍNDIOS";"DILMA";"4359"
"CACHOEIRA DOS ÍNDIOS";"NULO";"279"
"CACIMBA DE AREIA";"AÉCIO NEVES";"418"
"CACIMBA DE AREIA";"BRANCO";"36"
"CACIMBA DE AREIA";"DILMA";"2075"
"CACIMBA DE AREIA";"NULO";"107"
"CACIMBA DE DENTRO";"AÉCIO NEVES";"2755"
"CACIMBA DE DENTRO";"BRANCO";"120"
"CACIMBA DE DENTRO";"DILMA";"6649"
"CACIMBA DE DENTRO";"NULO";"625"
"CACIMBAS";"AÉCIO NEVES";"563"
"CACIMBAS";"BRANCO";"65"
"CACIMBAS";"DILMA";"2862"
"CACIMBAS";"NULO";"311"
"CAIÇARA";"AÉCIO NEVES";"1742"
"CAIÇARA";"BRANCO";"67"
"CAIÇARA";"DILMA";"2901"
"CAIÇARA";"NULO";"296"
"CAJAZEIRAS";"AÉCIO NEVES";"6330"
"CAJAZEIRAS";"BRANCO";"627"
"CAJAZEIRAS";"DILMA";"25483"
"CAJAZEIRAS";"NULO";"1680"
"CAJAZEIRINHAS";"AÉCIO NEVES";"593"
"CAJAZEIRINHAS";"BRANCO";"17"
"CAJAZEIRINHAS";"DILMA";"1949"
"CAJAZEIRINHAS";"NULO";"134"
