"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ABREULÂNDIA";"AÉCIO NEVES";"460"
"ABREULÂNDIA";"BRANCO";"18"
"ABREULÂNDIA";"DILMA";"938"
"ABREULÂNDIA";"NULO";"38"
"AGUIARNÓPOLIS";"AÉCIO NEVES";"807"
"AGUIARNÓPOLIS";"BRANCO";"32"
"AGUIARNÓPOLIS";"DILMA";"1813"
"AGUIARNÓPOLIS";"NULO";"53"
"ALIANÇA DO TOCANTINS";"AÉCIO NEVES";"1063"
"ALIANÇA DO TOCANTINS";"BRANCO";"23"
"ALIANÇA DO TOCANTINS";"DILMA";"1872"
"ALIANÇA DO TOCANTINS";"NULO";"84"
"ALMAS";"AÉCIO NEVES";"1316"
"ALMAS";"BRANCO";"24"
"ALMAS";"DILMA";"2053"
"ALMAS";"NULO";"135"
"ALVORADA";"AÉCIO NEVES";"2296"
"ALVORADA";"BRANCO";"37"
"ALVORADA";"DILMA";"2503"
"ALVORADA";"NULO";"139"
"ANANÁS";"AÉCIO NEVES";"1711"
"ANANÁS";"BRANCO";"34"
"ANANÁS";"DILMA";"3146"
"ANANÁS";"NULO";"141"
"ANGICO";"AÉCIO NEVES";"715"
"ANGICO";"BRANCO";"10"
"ANGICO";"DILMA";"1013"
"ANGICO";"NULO";"45"
"APARECIDA DO RIO NEGRO";"AÉCIO NEVES";"989"
"APARECIDA DO RIO NEGRO";"BRANCO";"33"
"APARECIDA DO RIO NEGRO";"DILMA";"1729"
"APARECIDA DO RIO NEGRO";"NULO";"84"
"ARAGOMINAS";"AÉCIO NEVES";"748"
"ARAGOMINAS";"BRANCO";"27"
"ARAGOMINAS";"DILMA";"2027"
"ARAGOMINAS";"NULO";"69"
"ARAGUACEMA";"AÉCIO NEVES";"822"
"ARAGUACEMA";"BRANCO";"20"
"ARAGUACEMA";"DILMA";"2291"
"ARAGUACEMA";"NULO";"90"
"ARAGUANÃ";"AÉCIO NEVES";"783"
"ARAGUANÃ";"BRANCO";"27"
"ARAGUANÃ";"DILMA";"1815"
"ARAGUANÃ";"NULO";"73"
"ARAGUATINS";"AÉCIO NEVES";"5283"
"ARAGUATINS";"BRANCO";"131"
"ARAGUATINS";"DILMA";"8299"
"ARAGUATINS";"NULO";"479"
"ARAGUAÇU";"AÉCIO NEVES";"2456"
"ARAGUAÇU";"BRANCO";"47"
"ARAGUAÇU";"DILMA";"1893"
"ARAGUAÇU";"NULO";"103"
"ARAGUAÍNA";"AÉCIO NEVES";"31966"
"ARAGUAÍNA";"BRANCO";"831"
"ARAGUAÍNA";"DILMA";"46472"
"ARAGUAÍNA";"NULO";"2647"
"ARAPOEMA";"AÉCIO NEVES";"1092"
"ARAPOEMA";"BRANCO";"24"
"ARAPOEMA";"DILMA";"2180"
"ARAPOEMA";"NULO";"97"
"ARRAIAS";"AÉCIO NEVES";"1221"
"ARRAIAS";"BRANCO";"55"
"ARRAIAS";"DILMA";"3988"
"ARRAIAS";"NULO";"196"
"AUGUSTINÓPOLIS";"AÉCIO NEVES";"2605"
"AUGUSTINÓPOLIS";"BRANCO";"77"
"AUGUSTINÓPOLIS";"DILMA";"5621"
"AUGUSTINÓPOLIS";"NULO";"230"
"AURORA DO TOCANTINS";"AÉCIO NEVES";"711"
"AURORA DO TOCANTINS";"BRANCO";"26"
"AURORA DO TOCANTINS";"DILMA";"1252"
"AURORA DO TOCANTINS";"NULO";"68"
"AXIXÁ DO TOCANTINS";"AÉCIO NEVES";"2227"
"AXIXÁ DO TOCANTINS";"BRANCO";"60"
"AXIXÁ DO TOCANTINS";"DILMA";"3852"
"AXIXÁ DO TOCANTINS";"NULO";"209"
"BABAÇULÂNDIA";"AÉCIO NEVES";"1069"
"BABAÇULÂNDIA";"BRANCO";"32"
"BABAÇULÂNDIA";"DILMA";"3650"
"BABAÇULÂNDIA";"NULO";"122"
"BANDEIRANTES DO TOCANTINS";"AÉCIO NEVES";"885"
"BANDEIRANTES DO TOCANTINS";"BRANCO";"11"
"BANDEIRANTES DO TOCANTINS";"DILMA";"867"
"BANDEIRANTES DO TOCANTINS";"NULO";"34"
"BARRA DO OURO";"AÉCIO NEVES";"599"
"BARRA DO OURO";"BRANCO";"17"
"BARRA DO OURO";"DILMA";"1625"
"BARRA DO OURO";"NULO";"66"
"BARROLÂNDIA";"AÉCIO NEVES";"1120"
"BARROLÂNDIA";"BRANCO";"26"
"BARROLÂNDIA";"DILMA";"2203"
"BARROLÂNDIA";"NULO";"70"
"BERNARDO SAYÃO";"AÉCIO NEVES";"1214"
"BERNARDO SAYÃO";"BRANCO";"16"
"BERNARDO SAYÃO";"DILMA";"1019"
"BERNARDO SAYÃO";"NULO";"54"
"BOM JESUS DO TOCANTINS";"AÉCIO NEVES";"752"
"BOM JESUS DO TOCANTINS";"BRANCO";"30"
"BOM JESUS DO TOCANTINS";"DILMA";"1416"
"BOM JESUS DO TOCANTINS";"NULO";"72"
"BRASILÂNDIA DO TOCANTINS";"AÉCIO NEVES";"495"
"BRASILÂNDIA DO TOCANTINS";"BRANCO";"5"
"BRASILÂNDIA DO TOCANTINS";"DILMA";"723"
"BRASILÂNDIA DO TOCANTINS";"NULO";"36"
"BREJINHO DE NAZARÉ";"AÉCIO NEVES";"1200"
"BREJINHO DE NAZARÉ";"BRANCO";"32"
"BREJINHO DE NAZARÉ";"DILMA";"1790"
"BREJINHO DE NAZARÉ";"NULO";"110"
"BURITI DO TOCANTINS";"AÉCIO NEVES";"1413"
"BURITI DO TOCANTINS";"BRANCO";"61"
"BURITI DO TOCANTINS";"DILMA";"2837"
"BURITI DO TOCANTINS";"NULO";"137"
"CACHOEIRINHA";"AÉCIO NEVES";"267"
"CACHOEIRINHA";"BRANCO";"16"
"CACHOEIRINHA";"DILMA";"958"
