"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ABDON BATISTA";"AÉCIO NEVES";"1012"
"ABDON BATISTA";"BRANCO";"18"
"ABDON BATISTA";"DILMA";"923"
"ABDON BATISTA";"NULO";"22"
"ABELARDO LUZ";"AÉCIO NEVES";"5194"
"ABELARDO LUZ";"BRANCO";"74"
"ABELARDO LUZ";"DILMA";"4457"
"ABELARDO LUZ";"NULO";"139"
"AGROLÂNDIA";"AÉCIO NEVES";"3778"
"AGROLÂNDIA";"BRANCO";"65"
"AGROLÂNDIA";"DILMA";"2533"
"AGROLÂNDIA";"NULO";"117"
"AGRONÔMICA";"AÉCIO NEVES";"2109"
"AGRONÔMICA";"BRANCO";"39"
"AGRONÔMICA";"DILMA";"1155"
"AGRONÔMICA";"NULO";"67"
"ALFREDO WAGNER";"AÉCIO NEVES";"3874"
"ALFREDO WAGNER";"BRANCO";"52"
"ALFREDO WAGNER";"DILMA";"2489"
"ALFREDO WAGNER";"NULO";"85"
"ALTO BELA VISTA";"AÉCIO NEVES";"924"
"ALTO BELA VISTA";"BRANCO";"9"
"ALTO BELA VISTA";"DILMA";"620"
"ALTO BELA VISTA";"NULO";"34"
"ANCHIETA";"AÉCIO NEVES";"1710"
"ANCHIETA";"BRANCO";"53"
"ANCHIETA";"DILMA";"2322"
"ANCHIETA";"NULO";"98"
"ANGELINA";"AÉCIO NEVES";"2076"
"ANGELINA";"BRANCO";"57"
"ANGELINA";"DILMA";"2089"
"ANGELINA";"NULO";"63"
"ANITA GARIBALDI";"AÉCIO NEVES";"2312"
"ANITA GARIBALDI";"BRANCO";"84"
"ANITA GARIBALDI";"DILMA";"3034"
"ANITA GARIBALDI";"NULO";"132"
"ANITÁPOLIS";"AÉCIO NEVES";"1206"
"ANITÁPOLIS";"BRANCO";"40"
"ANITÁPOLIS";"DILMA";"1110"
"ANITÁPOLIS";"NULO";"39"
"ANTÔNIO CARLOS";"AÉCIO NEVES";"3999"
"ANTÔNIO CARLOS";"BRANCO";"65"
"ANTÔNIO CARLOS";"DILMA";"1810"
"ANTÔNIO CARLOS";"NULO";"189"
"APIÚNA";"AÉCIO NEVES";"4051"
"APIÚNA";"BRANCO";"89"
"APIÚNA";"DILMA";"2058"
"APIÚNA";"NULO";"135"
"ARABUTÃ";"AÉCIO NEVES";"1766"
"ARABUTÃ";"BRANCO";"26"
"ARABUTÃ";"DILMA";"1355"
"ARABUTÃ";"NULO";"63"
"ARAQUARI";"AÉCIO NEVES";"6174"
"ARAQUARI";"BRANCO";"214"
"ARAQUARI";"DILMA";"6101"
"ARAQUARI";"NULO";"325"
"ARARANGUÁ";"AÉCIO NEVES";"20538"
"ARARANGUÁ";"BRANCO";"474"
"ARARANGUÁ";"DILMA";"16630"
"ARARANGUÁ";"NULO";"877"
"ARMAZÉM";"AÉCIO NEVES";"3124"
"ARMAZÉM";"BRANCO";"50"
"ARMAZÉM";"DILMA";"2052"
"ARMAZÉM";"NULO";"107"
"ARROIO TRINTA";"AÉCIO NEVES";"1693"
"ARROIO TRINTA";"BRANCO";"12"
"ARROIO TRINTA";"DILMA";"815"
"ARROIO TRINTA";"NULO";"48"
"ARVOREDO";"AÉCIO NEVES";"861"
"ARVOREDO";"BRANCO";"15"
"ARVOREDO";"DILMA";"935"
"ARVOREDO";"NULO";"26"
"ASCURRA";"AÉCIO NEVES";"3825"
"ASCURRA";"BRANCO";"72"
"ASCURRA";"DILMA";"1149"
"ASCURRA";"NULO";"144"
"ATALANTA";"AÉCIO NEVES";"1589"
"ATALANTA";"BRANCO";"21"
"ATALANTA";"DILMA";"803"
"ATALANTA";"NULO";"47"
"AURORA";"AÉCIO NEVES";"2413"
"AURORA";"BRANCO";"31"
"AURORA";"DILMA";"1578"
"AURORA";"NULO";"81"
"BALNEÁRIO ARROIO DO SILVA";"AÉCIO NEVES";"3481"
"BALNEÁRIO ARROIO DO SILVA";"BRANCO";"93"
"BALNEÁRIO ARROIO DO SILVA";"DILMA";"3057"
"BALNEÁRIO ARROIO DO SILVA";"NULO";"176"
"BALNEÁRIO BARRA DO SUL";"AÉCIO NEVES";"3306"
"BALNEÁRIO BARRA DO SUL";"BRANCO";"63"
"BALNEÁRIO BARRA DO SUL";"DILMA";"2562"
"BALNEÁRIO BARRA DO SUL";"NULO";"151"
"BALNEÁRIO CAMBORIÚ";"AÉCIO NEVES";"48410"
"BALNEÁRIO CAMBORIÚ";"BRANCO";"822"
"BALNEÁRIO CAMBORIÚ";"DILMA";"15400"
"BALNEÁRIO CAMBORIÚ";"NULO";"1892"
"BALNEÁRIO GAIVOTA";"AÉCIO NEVES";"2590"
"BALNEÁRIO GAIVOTA";"BRANCO";"84"
"BALNEÁRIO GAIVOTA";"DILMA";"2714"
"BALNEÁRIO GAIVOTA";"NULO";"161"
"BALNEÁRIO PIÇARRAS";"AÉCIO NEVES";"6591"
"BALNEÁRIO PIÇARRAS";"BRANCO";"139"
"BALNEÁRIO PIÇARRAS";"DILMA";"3299"
"BALNEÁRIO PIÇARRAS";"NULO";"282"
"BALNEÁRIO RINCÃO";"AÉCIO NEVES";"4012"
"BALNEÁRIO RINCÃO";"BRANCO";"118"
"BALNEÁRIO RINCÃO";"DILMA";"3514"
"BALNEÁRIO RINCÃO";"NULO";"147"
"BANDEIRANTE";"AÉCIO NEVES";"983"
"BANDEIRANTE";"BRANCO";"20"
"BANDEIRANTE";"DILMA";"1250"
"BANDEIRANTE";"NULO";"33"
"BARRA BONITA";"AÉCIO NEVES";"726"
"BARRA BONITA";"BRANCO";"12"
"BARRA BONITA";"DILMA";"769"
"BARRA BONITA";"NULO";"33"
"BARRA VELHA";"AÉCIO NEVES";"8836"
"BARRA VELHA";"BRANCO";"224"
"BARRA VELHA";"DILMA";"4697"
"BARRA VELHA";"NULO";"357"
"BELA VISTA DO TOLDO";"AÉCIO NEVES";"2210"
"BELA VISTA DO TOLDO";"BRANCO";"29"
"BELA VISTA DO TOLDO";"DILMA";"1811"
"BELA VISTA DO TOLDO";"NULO";"55"
"BELMONTE";"AÉCIO NEVES";"906"
"BELMONTE";"BRANCO";"24"
"BELMONTE";"DILMA";"952"
"BELMONTE";"NULO";"25"
"BENEDITO NOVO";"AÉCIO NEVES";"5622"
"BENEDITO NOVO";"BRANCO";"67"
"BENEDITO NOVO";"DILMA";"1140"
"BENEDITO NOVO";"NULO";"158"
"BIGUAÇU";"AÉCIO NEVES";"21567"
"BIGUAÇU";"BRANCO";"658"
"BIGUAÇU";"DILMA";"12616"
"BIGUAÇU";"NULO";"1430"
"BLUMENAU";"AÉCIO NEVES";"145111"
"BLUMENAU";"BRANCO";"2496"
"BLUMENAU";"DILMA";"42869"
"BLUMENAU";"NULO";"7894"
"BOCAINA DO SUL";"AÉCIO NEVES";"1161"
"BOCAINA DO SUL";"BRANCO";"23"
"BOCAINA DO SUL";"DILMA";"1271"
"BOCAINA DO SUL";"NULO";"34"
"BOM JARDIM DA SERRA";"AÉCIO NEVES";"1425"
"BOM JARDIM DA SERRA";"BRANCO";"26"
"BOM JARDIM DA SERRA";"DILMA";"1347"
"BOM JARDIM DA SERRA";"NULO";"47"
"BOM JESUS";"AÉCIO NEVES";"783"
"BOM JESUS";"BRANCO";"24"
"BOM JESUS";"DILMA";"1069"
"BOM JESUS";"NULO";"34"
"BOM JESUS DO OESTE";"AÉCIO NEVES";"705"
"BOM JESUS DO OESTE";"BRANCO";"15"
"BOM JESUS DO OESTE";"DILMA";"868"
"BOM JESUS DO OESTE";"NULO";"29"
"BOM RETIRO";"AÉCIO NEVES";"2935"
"BOM RETIRO";"BRANCO";"55"
"BOM RETIRO";"DILMA";"2267"
"BOM RETIRO";"NULO";"104"
"BOMBINHAS";"AÉCIO NEVES";"5279"
"BOMBINHAS";"BRANCO";"140"
"BOMBINHAS";"DILMA";"2915"
"BOMBINHAS";"NULO";"385"
"BOTUVERÁ";"AÉCIO NEVES";"2273"
"BOTUVERÁ";"BRANCO";"51"
"BOTUVERÁ";"DILMA";"1058"
"BOTUVERÁ";"NULO";"93"
"BRAÇO DO NORTE";"AÉCIO NEVES";"13602"
"BRAÇO DO NORTE";"BRANCO";"186"
"BRAÇO DO NORTE";"DILMA";"4878"
"BRAÇO DO NORTE";"NULO";"368"
"BRAÇO DO TROMBUDO";"AÉCIO NEVES";"1917"
"BRAÇO DO TROMBUDO";"BRANCO";"12"
"BRAÇO DO TROMBUDO";"DILMA";"659"
"BRAÇO DO TROMBUDO";"NULO";"36"
"BRUNÓPOLIS";"AÉCIO NEVES";"1090"
"BRUNÓPOLIS";"BRANCO";"25"
"BRUNÓPOLIS";"DILMA";"1092"
"BRUNÓPOLIS";"NULO";"40"
"BRUSQUE";"AÉCIO NEVES";"55110"
"BRUSQUE";"BRANCO";"632"
"BRUSQUE";"DILMA";"12080"
"BRUSQUE";"NULO";"1743"
"CAIBI";"AÉCIO NEVES";"2027"
"CAIBI";"BRANCO";"46"
"CAIBI";"DILMA";"1915"
"CAIBI";"NULO";"86"
"CALMON";"AÉCIO NEVES";"969"
"CALMON";"BRANCO";"16"
"CALMON";"DILMA";"1307"
"CALMON";"NULO";"40"
"CAMBORIÚ";"AÉCIO NEVES";"18197"
"CAMBORIÚ";"BRANCO";"528"
"CAMBORIÚ";"DILMA";"11298"
"CAMBORIÚ";"NULO";"987"
"CAMPO ALEGRE";"AÉCIO NEVES";"5774"
"CAMPO ALEGRE";"BRANCO";"75"
"CAMPO ALEGRE";"DILMA";"1672"
"CAMPO ALEGRE";"NULO";"135"
"CAMPO BELO DO SUL";"AÉCIO NEVES";"2387"
"CAMPO BELO DO SUL";"BRANCO";"42"
"CAMPO BELO DO SUL";"DILMA";"2371"
"CAMPO BELO DO SUL";"NULO";"98"
"CAMPO ERÊ";"AÉCIO NEVES";"2371"
"CAMPO ERÊ";"BRANCO";"62"
"CAMPO ERÊ";"DILMA";"3101"
"CAMPO ERÊ";"NULO";"111"
"CAMPOS NOVOS";"AÉCIO NEVES";"12512"
"CAMPOS NOVOS";"BRANCO";"227"
"CAMPOS NOVOS";"DILMA";"7000"
"CAMPOS NOVOS";"NULO";"309"
"CANELINHA";"AÉCIO NEVES";"4817"
"CANELINHA";"BRANCO";"107"
"CANELINHA";"DILMA";"2196"
"CANELINHA";"NULO";"168"
"CANOINHAS";"AÉCIO NEVES";"22218"
"CANOINHAS";"BRANCO";"337"
"CANOINHAS";"DILMA";"9989"
"CANOINHAS";"NULO";"490"
"CAPINZAL";"AÉCIO NEVES";"8161"
"CAPINZAL";"BRANCO";"171"
"CAPINZAL";"DILMA";"4668"
"CAPINZAL";"NULO";"300"
"CAPIVARI DE BAIXO";"AÉCIO NEVES";"5989"
"CAPIVARI DE BAIXO";"BRANCO";"200"
"CAPIVARI DE BAIXO";"DILMA";"7291"
"CAPIVARI DE BAIXO";"NULO";"481"
"CAPÃO ALTO";"AÉCIO NEVES";"1445"
"CAPÃO ALTO";"BRANCO";"17"
"CAPÃO ALTO";"DILMA";"789"
"CAPÃO ALTO";"NULO";"43"
"CATANDUVAS";"AÉCIO NEVES";"3385"
"CATANDUVAS";"BRANCO";"49"
"CATANDUVAS";"DILMA";"2510"
"CATANDUVAS";"NULO";"93"
"CAXAMBU DO SUL";"AÉCIO NEVES";"1486"
"CAXAMBU DO SUL";"BRANCO";"22"
"CAXAMBU DO SUL";"DILMA";"2027"
"CAXAMBU DO SUL";"NULO";"52"
"CAÇADOR";"AÉCIO NEVES";"22078"
"CAÇADOR";"BRANCO";"605"
"CAÇADOR";"DILMA";"16813"
"CAÇADOR";"NULO";"866"
"CELSO RAMOS";"AÉCIO NEVES";"833"
"CELSO RAMOS";"BRANCO";"37"
"CELSO RAMOS";"DILMA";"1092"
"CELSO RAMOS";"NULO";"19"
"CERRO NEGRO";"AÉCIO NEVES";"946"
"CERRO NEGRO";"BRANCO";"14"
"CERRO NEGRO";"DILMA";"1427"
"CERRO NEGRO";"NULO";"41"
"CHAPADÃO DO LAGEADO";"AÉCIO NEVES";"1061"
"CHAPADÃO DO LAGEADO";"BRANCO";"16"
"CHAPADÃO DO LAGEADO";"DILMA";"921"
"CHAPADÃO DO LAGEADO";"NULO";"41"
"CHAPECÓ";"AÉCIO NEVES";"62113"
"CHAPECÓ";"BRANCO";"1184"
"CHAPECÓ";"DILMA";"48754"
"CHAPECÓ";"NULO";"2257"
"COCAL DO SUL";"AÉCIO NEVES";"6903"
"COCAL DO SUL";"BRANCO";"137"
"COCAL DO SUL";"DILMA";"3436"
"COCAL DO SUL";"NULO";"421"
"CONCÓRDIA";"AÉCIO NEVES";"29087"
"CONCÓRDIA";"BRANCO";"396"
"CONCÓRDIA";"DILMA";"15051"
"CONCÓRDIA";"NULO";"834"
"CORDILHEIRA ALTA";"AÉCIO NEVES";"1300"
"CORDILHEIRA ALTA";"BRANCO";"25"
"CORDILHEIRA ALTA";"DILMA";"1761"
"CORDILHEIRA ALTA";"NULO";"41"
"CORONEL FREITAS";"AÉCIO NEVES";"3661"
"CORONEL FREITAS";"BRANCO";"74"
"CORONEL FREITAS";"DILMA";"3145"
"CORONEL FREITAS";"NULO";"129"
"CORONEL MARTINS";"AÉCIO NEVES";"790"
"CORONEL MARTINS";"BRANCO";"11"
"CORONEL MARTINS";"DILMA";"937"
"CORONEL MARTINS";"NULO";"20"
"CORREIA PINTO";"AÉCIO NEVES";"4833"
"CORREIA PINTO";"BRANCO";"102"
"CORREIA PINTO";"DILMA";"4436"
"CORREIA PINTO";"NULO";"162"
"CORUPÁ";"AÉCIO NEVES";"6529"
"CORUPÁ";"BRANCO";"96"
"CORUPÁ";"DILMA";"2837"
"CORUPÁ";"NULO";"251"
"CRICIÚMA";"AÉCIO NEVES";"75063"
"CRICIÚMA";"BRANCO";"1932"
"CRICIÚMA";"DILMA";"35180"
"CRICIÚMA";"NULO";"3769"
"CUNHA PORÃ";"AÉCIO NEVES";"4395"
"CUNHA PORÃ";"BRANCO";"91"
"CUNHA PORÃ";"DILMA";"2706"
"CUNHA PORÃ";"NULO";"165"
"CUNHATAÍ";"AÉCIO NEVES";"696"
"CUNHATAÍ";"BRANCO";"16"
