"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"AMPARO DE SÃO FRANCISCO";"AÉCIO NEVES";"571"
"AMPARO DE SÃO FRANCISCO";"BRANCO";"42"
"AMPARO DE SÃO FRANCISCO";"DILMA";"1078"
"AMPARO DE SÃO FRANCISCO";"EDUARDO JORGE";"3"
"AMPARO DE SÃO FRANCISCO";"LEVY FIDELIX";"8"
"AMPARO DE SÃO FRANCISCO";"LUCIANA GENRO";"13"
"AMPARO DE SÃO FRANCISCO";"MARINA SILVA";"235"
"AMPARO DE SÃO FRANCISCO";"MAURO IASI";"1"
"AMPARO DE SÃO FRANCISCO";"NULO";"97"
"AMPARO DE SÃO FRANCISCO";"PASTOR EVERALDO";"33"
"AQUIDABÃ";"AÉCIO NEVES";"1928"
"AQUIDABÃ";"BRANCO";"368"
"AQUIDABÃ";"DILMA";"7733"
"AQUIDABÃ";"EDUARDO JORGE";"22"
"AQUIDABÃ";"EYMAEL";"8"
"AQUIDABÃ";"LEVY FIDELIX";"7"
"AQUIDABÃ";"LUCIANA GENRO";"46"
"AQUIDABÃ";"MARINA SILVA";"1277"
"AQUIDABÃ";"MAURO IASI";"2"
"AQUIDABÃ";"NULO";"866"
"AQUIDABÃ";"PASTOR EVERALDO";"171"
"AQUIDABÃ";"ZÉ MARIA";"5"
"ARACAJU";"AÉCIO NEVES";"81603"
"ARACAJU";"BRANCO";"14984"
"ARACAJU";"DILMA";"110662"
"ARACAJU";"EDUARDO JORGE";"2379"
"ARACAJU";"EYMAEL";"180"
"ARACAJU";"LEVY FIDELIX";"1641"
"ARACAJU";"LUCIANA GENRO";"7212"
"ARACAJU";"MARINA SILVA";"81792"
"ARACAJU";"MAURO IASI";"267"
"ARACAJU";"NULO";"24472"
"ARACAJU";"PASTOR EVERALDO";"4132"
"ARACAJU";"RUI COSTA PIMENTA";"49"
"ARACAJU";"ZÉ MARIA";"911"
"ARAUÁ";"AÉCIO NEVES";"1448"
"ARAUÁ";"BRANCO";"283"
"ARAUÁ";"DILMA";"3879"
"ARAUÁ";"EDUARDO JORGE";"10"
"ARAUÁ";"EYMAEL";"4"
"ARAUÁ";"LEVY FIDELIX";"9"
"ARAUÁ";"LUCIANA GENRO";"20"
"ARAUÁ";"MARINA SILVA";"906"
"ARAUÁ";"MAURO IASI";"6"
"ARAUÁ";"NULO";"473"
"ARAUÁ";"PASTOR EVERALDO";"133"
"ARAUÁ";"RUI COSTA PIMENTA";"1"
"ARAUÁ";"ZÉ MARIA";"3"
"AREIA BRANCA";"AÉCIO NEVES";"2830"
"AREIA BRANCA";"BRANCO";"523"
