"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ACARI";"AÉCIO NEVES";"1975"
"ACARI";"BRANCO";"206"
"ACARI";"DILMA";"4019"
"ACARI";"EDUARDO JORGE";"17"
"ACARI";"EYMAEL";"9"
"ACARI";"LEVY FIDELIX";"31"
"ACARI";"LUCIANA GENRO";"119"
"ACARI";"MARINA SILVA";"642"
"ACARI";"MAURO IASI";"1"
"ACARI";"NULO";"640"
"ACARI";"PASTOR EVERALDO";"28"
"ACARI";"RUI COSTA PIMENTA";"2"
"ACARI";"ZÉ MARIA";"2"
"AFONSO BEZERRA";"AÉCIO NEVES";"1233"
"AFONSO BEZERRA";"BRANCO";"254"
"AFONSO BEZERRA";"DILMA";"4420"
"AFONSO BEZERRA";"EDUARDO JORGE";"14"
"AFONSO BEZERRA";"EYMAEL";"4"
"AFONSO BEZERRA";"LEVY FIDELIX";"10"
"AFONSO BEZERRA";"LUCIANA GENRO";"30"
"AFONSO BEZERRA";"MARINA SILVA";"704"
"AFONSO BEZERRA";"MAURO IASI";"4"
"AFONSO BEZERRA";"NULO";"611"
"AFONSO BEZERRA";"PASTOR EVERALDO";"32"
"AFONSO BEZERRA";"RUI COSTA PIMENTA";"1"
"AFONSO BEZERRA";"ZÉ MARIA";"5"
"ALEXANDRIA";"AÉCIO NEVES";"555"
"ALEXANDRIA";"BRANCO";"152"
"ALEXANDRIA";"DILMA";"6306"
"ALEXANDRIA";"EDUARDO JORGE";"10"
"ALEXANDRIA";"EYMAEL";"3"
"ALEXANDRIA";"LEVY FIDELIX";"8"
"ALEXANDRIA";"LUCIANA GENRO";"34"
"ALEXANDRIA";"MARINA SILVA";"599"
"ALEXANDRIA";"MAURO IASI";"1"
"ALEXANDRIA";"NULO";"683"
"ALEXANDRIA";"PASTOR EVERALDO";"18"
"ALEXANDRIA";"ZÉ MARIA";"6"
"ALMINO AFONSO";"AÉCIO NEVES";"527"
"ALMINO AFONSO";"BRANCO";"141"
"ALMINO AFONSO";"DILMA";"2753"
"ALMINO AFONSO";"EDUARDO JORGE";"10"
"ALMINO AFONSO";"EYMAEL";"1"
"ALMINO AFONSO";"LEVY FIDELIX";"6"
"ALMINO AFONSO";"LUCIANA GENRO";"23"
"ALMINO AFONSO";"MARINA SILVA";"308"
"ALMINO AFONSO";"MAURO IASI";"1"
"ALMINO AFONSO";"NULO";"273"
"ALMINO AFONSO";"PASTOR EVERALDO";"22"
"ALMINO AFONSO";"RUI COSTA PIMENTA";"2"
"ALTO DO RODRIGUES";"AÉCIO NEVES";"1106"
"ALTO DO RODRIGUES";"BRANCO";"343"
"ALTO DO RODRIGUES";"DILMA";"5754"
"ALTO DO RODRIGUES";"EDUARDO JORGE";"14"
"ALTO DO RODRIGUES";"EYMAEL";"1"
"ALTO DO RODRIGUES";"LEVY FIDELIX";"9"
"ALTO DO RODRIGUES";"LUCIANA GENRO";"37"
"ALTO DO RODRIGUES";"MARINA SILVA";"1147"
"ALTO DO RODRIGUES";"NULO";"675"
"ALTO DO RODRIGUES";"PASTOR EVERALDO";"45"
"ALTO DO RODRIGUES";"ZÉ MARIA";"7"
"ANGICOS";"AÉCIO NEVES";"1232"
"ANGICOS";"BRANCO";"212"
"ANGICOS";"DILMA";"4941"
"ANGICOS";"EDUARDO JORGE";"16"
"ANGICOS";"EYMAEL";"1"
"ANGICOS";"LEVY FIDELIX";"9"
"ANGICOS";"LUCIANA GENRO";"62"
"ANGICOS";"MARINA SILVA";"791"
"ANGICOS";"MAURO IASI";"3"
"ANGICOS";"NULO";"607"
"ANGICOS";"PASTOR EVERALDO";"23"
"ANGICOS";"RUI COSTA PIMENTA";"1"
"ANGICOS";"ZÉ MARIA";"10"
"ANTÔNIO MARTINS";"AÉCIO NEVES";"290"
"ANTÔNIO MARTINS";"BRANCO";"144"
"ANTÔNIO MARTINS";"DILMA";"3710"
"ANTÔNIO MARTINS";"EDUARDO JORGE";"1"
"ANTÔNIO MARTINS";"EYMAEL";"1"
"ANTÔNIO MARTINS";"LEVY FIDELIX";"5"
"ANTÔNIO MARTINS";"LUCIANA GENRO";"13"
"ANTÔNIO MARTINS";"MARINA SILVA";"365"
"ANTÔNIO MARTINS";"NULO";"356"
"ANTÔNIO MARTINS";"PASTOR EVERALDO";"18"
"ANTÔNIO MARTINS";"ZÉ MARIA";"2"
"APODI";"AÉCIO NEVES";"2233"
"APODI";"BRANCO";"742"
"APODI";"DILMA";"17010"
"APODI";"EDUARDO JORGE";"30"
"APODI";"EYMAEL";"4"
"APODI";"LEVY FIDELIX";"43"
"APODI";"LUCIANA GENRO";"73"
"APODI";"MARINA SILVA";"1527"
"APODI";"MAURO IASI";"10"
"APODI";"NULO";"1436"
"APODI";"PASTOR EVERALDO";"143"
"APODI";"ZÉ MARIA";"7"
"AREIA BRANCA";"AÉCIO NEVES";"2501"
"AREIA BRANCA";"BRANCO";"896"
"AREIA BRANCA";"DILMA";"7567"
"AREIA BRANCA";"EDUARDO JORGE";"58"
"AREIA BRANCA";"EYMAEL";"12"
"AREIA BRANCA";"LEVY FIDELIX";"38"
"AREIA BRANCA";"LUCIANA GENRO";"192"
"AREIA BRANCA";"MARINA SILVA";"3150"
"AREIA BRANCA";"MAURO IASI";"4"
"AREIA BRANCA";"NULO";"1963"
"AREIA BRANCA";"PASTOR EVERALDO";"153"
"AREIA BRANCA";"RUI COSTA PIMENTA";"1"
"AREIA BRANCA";"ZÉ MARIA";"11"
"ARÊS";"AÉCIO NEVES";"1426"
"ARÊS";"BRANCO";"389"
"ARÊS";"DILMA";"4795"
"ARÊS";"EDUARDO JORGE";"12"
"ARÊS";"EYMAEL";"3"
"ARÊS";"LEVY FIDELIX";"14"
"ARÊS";"LUCIANA GENRO";"35"
"ARÊS";"MARINA SILVA";"1253"
