"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ANADIA";"ALVARO DIAS";"20"
"ANADIA";"BRANCO";"215"
"ANADIA";"CABO DACIOLO";"54"
"ANADIA";"CIRO GOMES";"506"
"ANADIA";"EYMAEL";"4"
"ANADIA";"FERNANDO HADDAD";"5219"
"ANADIA";"GERALDO ALCKMIN";"181"
"ANADIA";"GUILHERME BOULOS";"23"
"ANADIA";"HENRIQUE MEIRELLES";"311"
"ANADIA";"JAIR BOLSONARO";"1610"
"ANADIA";"JOÃO AMOÊDO";"20"
"ANADIA";"JOÃO GOULART FILHO";"3"
"ANADIA";"MARINA SILVA";"27"
"ANADIA";"NULO";"636"
"ARAPIRACA";"ALVARO DIAS";"414"
"ARAPIRACA";"BRANCO";"3081"
"ARAPIRACA";"CABO DACIOLO";"835"
"ARAPIRACA";"CIRO GOMES";"17291"
"ARAPIRACA";"EYMAEL";"32"
"ARAPIRACA";"FERNANDO HADDAD";"36666"
"ARAPIRACA";"GERALDO ALCKMIN";"4659"
"ARAPIRACA";"GUILHERME BOULOS";"467"
"ARAPIRACA";"HENRIQUE MEIRELLES";"2858"
"ARAPIRACA";"JAIR BOLSONARO";"41182"
"ARAPIRACA";"JOÃO AMOÊDO";"964"
"ARAPIRACA";"JOÃO GOULART FILHO";"18"
"ARAPIRACA";"MARINA SILVA";"871"
"ARAPIRACA";"NULO";"6332"
"ARAPIRACA";"VERA";"41"
"ATALAIA";"ALVARO DIAS";"50"
"ATALAIA";"BRANCO";"742"
"ATALAIA";"CABO DACIOLO";"274"
"ATALAIA";"CIRO GOMES";"1502"
"ATALAIA";"EYMAEL";"2"
"ATALAIA";"FERNANDO HADDAD";"11004"
"ATALAIA";"GERALDO ALCKMIN";"1051"
"ATALAIA";"GUILHERME BOULOS";"159"
"ATALAIA";"HENRIQUE MEIRELLES";"745"
"ATALAIA";"JAIR BOLSONARO";"5700"
"ATALAIA";"JOÃO AMOÊDO";"59"
"ATALAIA";"JOÃO GOULART FILHO";"9"
"ATALAIA";"MARINA SILVA";"113"
"ATALAIA";"NULO";"1349"
"ATALAIA";"VERA";"8"
"BARRA DE SANTO ANTÔNIO";"ALVARO DIAS";"21"
"BARRA DE SANTO ANTÔNIO";"BRANCO";"326"
"BARRA DE SANTO ANTÔNIO";"CABO DACIOLO";"121"
"BARRA DE SANTO ANTÔNIO";"CIRO GOMES";"429"
"BARRA DE SANTO ANTÔNIO";"EYMAEL";"1"
"BARRA DE SANTO ANTÔNIO";"FERNANDO HADDAD";"4035"
"BARRA DE SANTO ANTÔNIO";"GERALDO ALCKMIN";"312"
"BARRA DE SANTO ANTÔNIO";"GUILHERME BOULOS";"38"
"BARRA DE SANTO ANTÔNIO";"HENRIQUE MEIRELLES";"215"
"BARRA DE SANTO ANTÔNIO";"JAIR BOLSONARO";"2608"
"BARRA DE SANTO ANTÔNIO";"JOÃO AMOÊDO";"31"
"BARRA DE SANTO ANTÔNIO";"JOÃO GOULART FILHO";"3"
"BARRA DE SANTO ANTÔNIO";"MARINA SILVA";"57"
"BARRA DE SANTO ANTÔNIO";"NULO";"596"
"BARRA DE SANTO ANTÔNIO";"VERA";"2"
"BARRA DE SÃO MIGUEL";"ALVARO DIAS";"34"
"BARRA DE SÃO MIGUEL";"BRANCO";"124"
"BARRA DE SÃO MIGUEL";"CABO DACIOLO";"70"
"BARRA DE SÃO MIGUEL";"CIRO GOMES";"388"
"BARRA DE SÃO MIGUEL";"EYMAEL";"2"
"BARRA DE SÃO MIGUEL";"FERNANDO HADDAD";"1796"
"BARRA DE SÃO MIGUEL";"GERALDO ALCKMIN";"270"
"BARRA DE SÃO MIGUEL";"GUILHERME BOULOS";"37"
"BARRA DE SÃO MIGUEL";"HENRIQUE MEIRELLES";"117"
"BARRA DE SÃO MIGUEL";"JAIR BOLSONARO";"2105"
"BARRA DE SÃO MIGUEL";"JOÃO AMOÊDO";"25"
"BARRA DE SÃO MIGUEL";"JOÃO GOULART FILHO";"3"
"BARRA DE SÃO MIGUEL";"MARINA SILVA";"57"
"BARRA DE SÃO MIGUEL";"NULO";"322"
"BATALHA";"ALVARO DIAS";"29"
"BATALHA";"BRANCO";"127"
"BATALHA";"CABO DACIOLO";"29"
"BATALHA";"CIRO GOMES";"619"
"BATALHA";"EYMAEL";"5"
"BATALHA";"FERNANDO HADDAD";"5479"
"BATALHA";"GERALDO ALCKMIN";"189"
"BATALHA";"GUILHERME BOULOS";"26"
"BATALHA";"HENRIQUE MEIRELLES";"206"
"BATALHA";"JAIR BOLSONARO";"1933"
"BATALHA";"JOÃO AMOÊDO";"43"
"BATALHA";"MARINA SILVA";"21"
"BATALHA";"NULO";"521"
"BATALHA";"VERA";"5"
"BELO MONTE";"ALVARO DIAS";"5"
"BELO MONTE";"BRANCO";"47"
"BELO MONTE";"CABO DACIOLO";"32"
"BELO MONTE";"CIRO GOMES";"164"
"BELO MONTE";"EYMAEL";"1"
"BELO MONTE";"FERNANDO HADDAD";"2744"
"BELO MONTE";"GERALDO ALCKMIN";"73"
"BELO MONTE";"GUILHERME BOULOS";"13"
"BELO MONTE";"HENRIQUE MEIRELLES";"125"
"BELO MONTE";"JAIR BOLSONARO";"450"
"BELO MONTE";"JOÃO AMOÊDO";"13"
"BELO MONTE";"MARINA SILVA";"24"
"BELO MONTE";"NULO";"139"
"BELO MONTE";"VERA";"1"
"BELÉM";"ALVARO DIAS";"4"
"BELÉM";"BRANCO";"117"
"BELÉM";"CABO DACIOLO";"25"
"BELÉM";"CIRO GOMES";"164"
"BELÉM";"EYMAEL";"2"
"BELÉM";"FERNANDO HADDAD";"2123"
"BELÉM";"GERALDO ALCKMIN";"110"
"BELÉM";"GUILHERME BOULOS";"15"
"BELÉM";"HENRIQUE MEIRELLES";"160"
"BELÉM";"JAIR BOLSONARO";"672"
"BELÉM";"JOÃO AMOÊDO";"17"
"BELÉM";"MARINA SILVA";"33"
"BELÉM";"NULO";"228"
"BOCA DA MATA";"ALVARO DIAS";"61"
"BOCA DA MATA";"BRANCO";"452"
"BOCA DA MATA";"CABO DACIOLO";"138"
"BOCA DA MATA";"CIRO GOMES";"918"
"BOCA DA MATA";"EYMAEL";"2"
"BOCA DA MATA";"FERNANDO HADDAD";"6163"
"BOCA DA MATA";"GERALDO ALCKMIN";"303"
"BOCA DA MATA";"GUILHERME BOULOS";"55"
"BOCA DA MATA";"HENRIQUE MEIRELLES";"357"
"BOCA DA MATA";"JAIR BOLSONARO";"3999"
"BOCA DA MATA";"JOÃO AMOÊDO";"126"
"BOCA DA MATA";"JOÃO GOULART FILHO";"3"
"BOCA DA MATA";"MARINA SILVA";"78"
"BOCA DA MATA";"NULO";"969"
"BOCA DA MATA";"VERA";"3"
"BRANQUINHA";"ALVARO DIAS";"16"
"BRANQUINHA";"BRANCO";"159"
"BRANQUINHA";"CABO DACIOLO";"64"
"BRANQUINHA";"CIRO GOMES";"301"
"BRANQUINHA";"EYMAEL";"1"
"BRANQUINHA";"FERNANDO HADDAD";"3273"
"BRANQUINHA";"GERALDO ALCKMIN";"184"
"BRANQUINHA";"GUILHERME BOULOS";"15"
"BRANQUINHA";"HENRIQUE MEIRELLES";"257"
"BRANQUINHA";"JAIR BOLSONARO";"961"
"BRANQUINHA";"JOÃO AMOÊDO";"13"
"BRANQUINHA";"JOÃO GOULART FILHO";"1"
"BRANQUINHA";"MARINA SILVA";"23"
"BRANQUINHA";"NULO";"294"
"CACIMBINHAS";"ALVARO DIAS";"6"
"CACIMBINHAS";"BRANCO";"64"
"CACIMBINHAS";"CABO DACIOLO";"14"
"CACIMBINHAS";"CIRO GOMES";"390"
"CACIMBINHAS";"EYMAEL";"1"
"CACIMBINHAS";"FERNANDO HADDAD";"3665"
"CACIMBINHAS";"GERALDO ALCKMIN";"135"
"CACIMBINHAS";"GUILHERME BOULOS";"9"
"CACIMBINHAS";"HENRIQUE MEIRELLES";"295"
"CACIMBINHAS";"JAIR BOLSONARO";"966"
"CACIMBINHAS";"JOÃO AMOÊDO";"42"
"CACIMBINHAS";"JOÃO GOULART FILHO";"2"
"CACIMBINHAS";"MARINA SILVA";"9"
"CACIMBINHAS";"NULO";"336"
"CACIMBINHAS";"VERA";"1"
"CAJUEIRO";"ALVARO DIAS";"27"
"CAJUEIRO";"BRANCO";"294"
"CAJUEIRO";"CABO DACIOLO";"46"
"CAJUEIRO";"CIRO GOMES";"618"
"CAJUEIRO";"EYMAEL";"1"
"CAJUEIRO";"FERNANDO HADDAD";"5136"
"CAJUEIRO";"GERALDO ALCKMIN";"429"
"CAJUEIRO";"GUILHERME BOULOS";"23"
"CAJUEIRO";"HENRIQUE MEIRELLES";"323"
"CAJUEIRO";"JAIR BOLSONARO";"2332"
"CAJUEIRO";"JOÃO AMOÊDO";"20"
"CAJUEIRO";"JOÃO GOULART FILHO";"1"
"CAJUEIRO";"MARINA SILVA";"62"
