"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ABIDJÃ";"FERNANDO HADDAD";"17"
"ABIDJÃ";"JAIR BOLSONARO";"10"
"ABU DHABI";"BRANCO";"27"
"ABU DHABI";"FERNANDO HADDAD";"138"
"ABU DHABI";"JAIR BOLSONARO";"539"
"ABU DHABI";"NULO";"22"
"ACCRA-GANA";"FERNANDO HADDAD";"9"
"ACCRA-GANA";"JAIR BOLSONARO";"5"
"ACCRA-GANA";"NULO";"1"
"AMÃ";"BRANCO";"9"
"AMÃ";"FERNANDO HADDAD";"231"
"AMÃ";"JAIR BOLSONARO";"119"
"AMÃ";"NULO";"22"
"ANCARA";"FERNANDO HADDAD";"7"
"ANCARA";"JAIR BOLSONARO";"8"
"ANCARA";"NULO";"1"
"ARTIGAS";"BRANCO";"18"
"ARTIGAS";"FERNANDO HADDAD";"83"
"ARTIGAS";"JAIR BOLSONARO";"319"
"ARTIGAS";"NULO";"10"
"ASSUNÇÃO";"BRANCO";"40"
"ASSUNÇÃO";"FERNANDO HADDAD";"213"
"ASSUNÇÃO";"JAIR BOLSONARO";"881"
"ASSUNÇÃO";"NULO";"20"
"ATENAS";"BRANCO";"20"
"ATENAS";"FERNANDO HADDAD";"99"
"ATENAS";"JAIR BOLSONARO";"276"
"ATENAS";"NULO";"12"
"ATLANTA";"BRANCO";"67"
"ATLANTA";"FERNANDO HADDAD";"393"
"ATLANTA";"JAIR BOLSONARO";"2906"
"ATLANTA";"NULO";"88"
"BANGKOK";"BRANCO";"2"
"BANGKOK";"FERNANDO HADDAD";"21"
"BANGKOK";"JAIR BOLSONARO";"53"
"BANGKOK";"NULO";"1"
"BARCELONA";"BRANCO";"96"
"BARCELONA";"FERNANDO HADDAD";"939"
"BARCELONA";"JAIR BOLSONARO";"806"
"BARCELONA";"NULO";"138"
"BEIRUTE";"BRANCO";"72"
"BEIRUTE";"FERNANDO HADDAD";"941"
"BEIRUTE";"JAIR BOLSONARO";"1041"
"BEIRUTE";"NULO";"56"
"BELGRADO";"BRANCO";"1"
"BELGRADO";"FERNANDO HADDAD";"16"
"BELGRADO";"JAIR BOLSONARO";"10"
"BELGRADO";"NULO";"4"
"BERLIM";"BRANCO";"94"
"BERLIM";"FERNANDO HADDAD";"1832"
"BERLIM";"JAIR BOLSONARO";"768"
"BERLIM";"NULO";"130"
"BISSAU";"FERNANDO HADDAD";"13"
"BISSAU";"JAIR BOLSONARO";"14"
"BISSAU";"NULO";"1"
"BOGOTÁ";"BRANCO";"27"
"BOGOTÁ";"FERNANDO HADDAD";"180"
"BOGOTÁ";"JAIR BOLSONARO";"284"
"BOGOTÁ";"NULO";"15"
"BOSTON";"BRANCO";"264"
"BOSTON";"FERNANDO HADDAD";"1827"
"BOSTON";"JAIR BOLSONARO";"11786"
"BOSTON";"NULO";"309"
"BRATISLAVA";"BRANCO";"1"
"BRATISLAVA";"FERNANDO HADDAD";"15"
"BRATISLAVA";"JAIR BOLSONARO";"26"
"BRATISLAVA";"NULO";"5"
"BRUXELAS";"BRANCO";"72"
"BRUXELAS";"FERNANDO HADDAD";"746"
"BRUXELAS";"JAIR BOLSONARO";"1049"
"BRUXELAS";"NULO";"89"
"BUCARESTE";"BRANCO";"1"
"BUCARESTE";"FERNANDO HADDAD";"7"
"BUCARESTE";"JAIR BOLSONARO";"14"
"BUCARESTE";"NULO";"2"
"BUDAPESTE";"BRANCO";"4"
"BUDAPESTE";"FERNANDO HADDAD";"54"
"BUDAPESTE";"JAIR BOLSONARO";"56"
"BUDAPESTE";"NULO";"7"
"BUENOS AIRES";"BRANCO";"132"
"BUENOS AIRES";"FERNANDO HADDAD";"1566"
"BUENOS AIRES";"JAIR BOLSONARO";"1365"
"BUENOS AIRES";"NULO";"93"
"CAIENA";"BRANCO";"63"
"CAIENA";"FERNANDO HADDAD";"551"
"CAIENA";"JAIR BOLSONARO";"950"
"CAIENA";"NULO";"77"
"CAIRO";"FERNANDO HADDAD";"20"
"CAIRO";"JAIR BOLSONARO";"24"
"CAIRO";"NULO";"5"
"CAMBERRA";"BRANCO";"40"
"CAMBERRA";"FERNANDO HADDAD";"283"
"CAMBERRA";"JAIR BOLSONARO";"539"
"CAMBERRA";"NULO";"59"
"CANTÃO";"FERNANDO HADDAD";"5"
"CANTÃO";"JAIR BOLSONARO";"82"
"CARACAS";"BRANCO";"2"
"CARACAS";"FERNANDO HADDAD";"67"
"CARACAS";"JAIR BOLSONARO";"360"
"CARACAS";"NULO";"7"
"CHICAGO";"BRANCO";"59"
"CHICAGO";"FERNANDO HADDAD";"528"
"CHICAGO";"JAIR BOLSONARO";"1216"
"CHICAGO";"NULO";"97"
"CHUY";"FERNANDO HADDAD";"4"
"CHUY";"JAIR BOLSONARO";"10"
"CHUY";"NULO";"1"
"CIDADE DO CABO";"BRANCO";"4"
"CIDADE DO CABO";"FERNANDO HADDAD";"50"
"CIDADE DO CABO";"JAIR BOLSONARO";"64"
"CIDADE DO CABO";"NULO";"7"
"CIUDAD DEL ESTE";"BRANCO";"37"
"CIUDAD DEL ESTE";"FERNANDO HADDAD";"193"
"CIUDAD DEL ESTE";"JAIR BOLSONARO";"2196"
"CIUDAD DEL ESTE";"NULO";"52"
"CIUDAD GUAYANA";"BRANCO";"1"
"CIUDAD GUAYANA";"FERNANDO HADDAD";"4"
"CIUDAD GUAYANA";"JAIR BOLSONARO";"32"
"COCHABAMBA";"BRANCO";"4"
"COCHABAMBA";"FERNANDO HADDAD";"23"
"COCHABAMBA";"JAIR BOLSONARO";"97"
"COCHABAMBA";"NULO";"8"
"CONCEPCIÓN";"JAIR BOLSONARO";"40"
"COPENHAGUE-DINA";"BRANCO";"35"
"COPENHAGUE-DINA";"FERNANDO HADDAD";"420"
"COPENHAGUE-DINA";"JAIR BOLSONARO";"190"
"COPENHAGUE-DINA";"NULO";"34"
"CÓRDOBA";"BRANCO";"16"
"CÓRDOBA";"FERNANDO HADDAD";"152"
"CÓRDOBA";"JAIR BOLSONARO";"157"
"CÓRDOBA";"NULO";"11"
"DACAR";"FERNANDO HADDAD";"24"
"DACAR";"JAIR BOLSONARO";"32"
"DAR ES SALAAM";"FERNANDO HADDAD";"7"
"DAR ES SALAAM";"JAIR BOLSONARO";"6"
"DOHA";"BRANCO";"5"
"DOHA";"FERNANDO HADDAD";"39"
"DOHA";"JAIR BOLSONARO";"160"
"DOHA";"NULO";"8"
"DUBLIN";"BRANCO";"26"
"DUBLIN";"FERNANDO HADDAD";"510"
"DUBLIN";"JAIR BOLSONARO";"437"
"DUBLIN";"NULO";"54"
"DÍLI";"FERNANDO HADDAD";"11"
"DÍLI";"JAIR BOLSONARO";"27"
"DÍLI";"NULO";"5"
"ENCARNACIÓN";"BRANCO";"1"
"ENCARNACIÓN";"FERNANDO HADDAD";"18"
"ENCARNACIÓN";"JAIR BOLSONARO";"93"
"ENCARNACIÓN";"NULO";"2"
"ESTOCOLMO";"BRANCO";"64"
"ESTOCOLMO";"FERNANDO HADDAD";"666"
"ESTOCOLMO";"JAIR BOLSONARO";"421"
"ESTOCOLMO";"NULO";"78"
"FARO";"BRANCO";"31"
"FARO";"FERNANDO HADDAD";"227"
"FARO";"JAIR BOLSONARO";"564"
"FARO";"NULO";"28"
"FRANKFURT";"BRANCO";"85"
"FRANKFURT";"FERNANDO HADDAD";"1327"
"FRANKFURT";"JAIR BOLSONARO";"1276"
"FRANKFURT";"NULO";"128"
"GENEBRA";"BRANCO";"140"
"GENEBRA";"FERNANDO HADDAD";"1077"
"GENEBRA";"JAIR BOLSONARO";"1846"
"GENEBRA";"NULO";"150"
"GEORGETOWN";"BRANCO";"1"
"GEORGETOWN";"FERNANDO HADDAD";"8"
"GEORGETOWN";"JAIR BOLSONARO";"47"
"GEORGETOWN";"NULO";"2"
"GUATEMALA";"FERNANDO HADDAD";"20"
"GUATEMALA";"JAIR BOLSONARO";"103"
"GUATEMALA";"NULO";"7"
"HAMAMATSU";"BRANCO";"225"
"HAMAMATSU";"FERNANDO HADDAD";"399"
"HAMAMATSU";"JAIR BOLSONARO";"4677"
"HAMAMATSU";"NULO";"180"
"HANÓI";"FERNANDO HADDAD";"10"
"HANÓI";"JAIR BOLSONARO";"7"
"HANÓI";"NULO";"1"
"HARTFORD";"BRANCO";"21"
"HARTFORD";"FERNANDO HADDAD";"141"
