"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ALCINÓPOLIS";"BRANCO";"47"
"ALCINÓPOLIS";"FERNANDO HADDAD";"1059"
"ALCINÓPOLIS";"JAIR BOLSONARO";"1194"
"ALCINÓPOLIS";"NULO";"139"
"AMAMBAI";"BRANCO";"224"
"AMAMBAI";"FERNANDO HADDAD";"7354"
"AMAMBAI";"JAIR BOLSONARO";"9916"
"AMAMBAI";"NULO";"1056"
"ANASTÁCIO";"BRANCO";"200"
"ANASTÁCIO";"FERNANDO HADDAD";"4920"
"ANASTÁCIO";"JAIR BOLSONARO";"7024"
"ANASTÁCIO";"NULO";"727"
"ANAURILÂNDIA";"BRANCO";"45"
"ANAURILÂNDIA";"FERNANDO HADDAD";"1849"
"ANAURILÂNDIA";"JAIR BOLSONARO";"2046"
"ANAURILÂNDIA";"NULO";"309"
"ANGÉLICA";"BRANCO";"98"
"ANGÉLICA";"FERNANDO HADDAD";"2585"
"ANGÉLICA";"JAIR BOLSONARO";"3038"
"ANGÉLICA";"NULO";"434"
"ANTÔNIO JOÃO";"BRANCO";"71"
"ANTÔNIO JOÃO";"FERNANDO HADDAD";"2060"
"ANTÔNIO JOÃO";"JAIR BOLSONARO";"2607"
"ANTÔNIO JOÃO";"NULO";"317"
"APARECIDA DO TABOADO";"BRANCO";"235"
"APARECIDA DO TABOADO";"FERNANDO HADDAD";"3420"
"APARECIDA DO TABOADO";"JAIR BOLSONARO";"8005"
"APARECIDA DO TABOADO";"NULO";"1003"
"AQUIDAUANA";"BRANCO";"351"
"AQUIDAUANA";"FERNANDO HADDAD";"9719"
"AQUIDAUANA";"JAIR BOLSONARO";"12369"
"AQUIDAUANA";"NULO";"1221"
"ARAL MOREIRA";"BRANCO";"48"
"ARAL MOREIRA";"FERNANDO HADDAD";"2228"
"ARAL MOREIRA";"JAIR BOLSONARO";"2547"
"ARAL MOREIRA";"NULO";"248"
"BANDEIRANTES";"BRANCO";"60"
"BANDEIRANTES";"FERNANDO HADDAD";"1813"
"BANDEIRANTES";"JAIR BOLSONARO";"2269"
"BANDEIRANTES";"NULO";"265"
"BATAGUASSU";"BRANCO";"215"
"BATAGUASSU";"FERNANDO HADDAD";"4145"
"BATAGUASSU";"JAIR BOLSONARO";"7059"
"BATAGUASSU";"NULO";"806"
"BATAYPORÃ";"BRANCO";"95"
"BATAYPORÃ";"FERNANDO HADDAD";"2445"
"BATAYPORÃ";"JAIR BOLSONARO";"3073"
"BATAYPORÃ";"NULO";"465"
"BELA VISTA";"BRANCO";"154"
"BELA VISTA";"FERNANDO HADDAD";"4394"
"BELA VISTA";"JAIR BOLSONARO";"6188"
"BELA VISTA";"NULO";"562"
"BODOQUENA";"BRANCO";"56"
"BODOQUENA";"FERNANDO HADDAD";"1886"
"BODOQUENA";"JAIR BOLSONARO";"2332"
"BODOQUENA";"NULO";"290"
"BONITO";"BRANCO";"170"
"BONITO";"FERNANDO HADDAD";"4507"
"BONITO";"JAIR BOLSONARO";"7096"
"BONITO";"NULO";"630"
"BRASILÂNDIA";"BRANCO";"93"
"BRASILÂNDIA";"FERNANDO HADDAD";"1981"
"BRASILÂNDIA";"JAIR BOLSONARO";"3719"
"BRASILÂNDIA";"NULO";"423"
"CAARAPÓ";"BRANCO";"217"
"CAARAPÓ";"FERNANDO HADDAD";"4961"
