"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ADAMANTINA";"ALVARO DIAS";"116"
"ADAMANTINA";"BRANCO";"789"
"ADAMANTINA";"CABO DACIOLO";"84"
"ADAMANTINA";"CIRO GOMES";"1075"
"ADAMANTINA";"EYMAEL";"9"
"ADAMANTINA";"FERNANDO HADDAD";"1741"
"ADAMANTINA";"GERALDO ALCKMIN";"1788"
"ADAMANTINA";"GUILHERME BOULOS";"36"
"ADAMANTINA";"HENRIQUE MEIRELLES";"141"
"ADAMANTINA";"JAIR BOLSONARO";"13175"
"ADAMANTINA";"JOÃO AMOÊDO";"529"
"ADAMANTINA";"JOÃO GOULART FILHO";"4"
"ADAMANTINA";"MARINA SILVA";"83"
"ADAMANTINA";"NULO";"1016"
"ADAMANTINA";"VERA";"5"
"ADOLFO";"ALVARO DIAS";"32"
"ADOLFO";"BRANCO";"102"
"ADOLFO";"CABO DACIOLO";"14"
"ADOLFO";"CIRO GOMES";"125"
"ADOLFO";"EYMAEL";"4"
"ADOLFO";"FERNANDO HADDAD";"443"
"ADOLFO";"GERALDO ALCKMIN";"368"
"ADOLFO";"GUILHERME BOULOS";"5"
"ADOLFO";"HENRIQUE MEIRELLES";"45"
"ADOLFO";"JAIR BOLSONARO";"1628"
"ADOLFO";"JOÃO AMOÊDO";"82"
"ADOLFO";"JOÃO GOULART FILHO";"2"
"ADOLFO";"MARINA SILVA";"5"
"ADOLFO";"NULO";"184"
"AGUAÍ";"ALVARO DIAS";"74"
"AGUAÍ";"BRANCO";"798"
"AGUAÍ";"CABO DACIOLO";"170"
"AGUAÍ";"CIRO GOMES";"1113"
"AGUAÍ";"EYMAEL";"9"
"AGUAÍ";"FERNANDO HADDAD";"2283"
"AGUAÍ";"GERALDO ALCKMIN";"2483"
"AGUAÍ";"GUILHERME BOULOS";"64"
"AGUAÍ";"HENRIQUE MEIRELLES";"215"
"AGUAÍ";"JAIR BOLSONARO";"8604"
"AGUAÍ";"JOÃO AMOÊDO";"521"
"AGUAÍ";"JOÃO GOULART FILHO";"2"
"AGUAÍ";"MARINA SILVA";"111"
"AGUAÍ";"NULO";"1239"
"AGUAÍ";"VERA";"4"
"AGUDOS";"ALVARO DIAS";"148"
"AGUDOS";"BRANCO";"846"
"AGUDOS";"CABO DACIOLO";"253"
"AGUDOS";"CIRO GOMES";"1449"
"AGUDOS";"EYMAEL";"11"
"AGUDOS";"FERNANDO HADDAD";"2471"
"AGUDOS";"GERALDO ALCKMIN";"1861"
"AGUDOS";"GUILHERME BOULOS";"80"
"AGUDOS";"HENRIQUE MEIRELLES";"350"
"AGUDOS";"JAIR BOLSONARO";"13281"
"AGUDOS";"JOÃO AMOÊDO";"784"
"AGUDOS";"JOÃO GOULART FILHO";"5"
"AGUDOS";"MARINA SILVA";"158"
"AGUDOS";"NULO";"1354"
"AGUDOS";"VERA";"4"
"ALAMBARI";"ALVARO DIAS";"9"
"ALAMBARI";"BRANCO";"114"
"ALAMBARI";"CABO DACIOLO";"21"
"ALAMBARI";"CIRO GOMES";"158"
"ALAMBARI";"EYMAEL";"1"
"ALAMBARI";"FERNANDO HADDAD";"389"
"ALAMBARI";"GERALDO ALCKMIN";"640"
"ALAMBARI";"GUILHERME BOULOS";"11"
"ALAMBARI";"HENRIQUE MEIRELLES";"56"
"ALAMBARI";"JAIR BOLSONARO";"1942"
"ALAMBARI";"JOÃO AMOÊDO";"61"
"ALAMBARI";"JOÃO GOULART FILHO";"1"
"ALAMBARI";"MARINA SILVA";"14"
"ALAMBARI";"NULO";"156"
"ALAMBARI";"VERA";"1"
"ALFREDO MARCONDES";"ALVARO DIAS";"8"
"ALFREDO MARCONDES";"BRANCO";"87"
"ALFREDO MARCONDES";"CABO DACIOLO";"21"
"ALFREDO MARCONDES";"CIRO GOMES";"154"
"ALFREDO MARCONDES";"EYMAEL";"1"
"ALFREDO MARCONDES";"FERNANDO HADDAD";"619"
"ALFREDO MARCONDES";"GERALDO ALCKMIN";"276"
"ALFREDO MARCONDES";"GUILHERME BOULOS";"9"
"ALFREDO MARCONDES";"HENRIQUE MEIRELLES";"26"
"ALFREDO MARCONDES";"JAIR BOLSONARO";"1599"
"ALFREDO MARCONDES";"JOÃO AMOÊDO";"58"
"ALFREDO MARCONDES";"MARINA SILVA";"6"
"ALFREDO MARCONDES";"NULO";"147"
"ALTAIR";"ALVARO DIAS";"9"
"ALTAIR";"BRANCO";"70"
"ALTAIR";"CABO DACIOLO";"11"
"ALTAIR";"CIRO GOMES";"90"
"ALTAIR";"FERNANDO HADDAD";"647"
"ALTAIR";"GERALDO ALCKMIN";"303"
"ALTAIR";"GUILHERME BOULOS";"3"
"ALTAIR";"HENRIQUE MEIRELLES";"16"
"ALTAIR";"JAIR BOLSONARO";"1023"
"ALTAIR";"JOÃO AMOÊDO";"73"
"ALTAIR";"MARINA SILVA";"3"
"ALTAIR";"NULO";"139"
