"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ABADIA DOS DOURADOS";"BRANCO";"83"
"ABADIA DOS DOURADOS";"FERNANDO HADDAD";"1821"
"ABADIA DOS DOURADOS";"JAIR BOLSONARO";"2117"
"ABADIA DOS DOURADOS";"NULO";"527"
"ABAETÉ";"BRANCO";"375"
"ABAETÉ";"FERNANDO HADDAD";"4289"
"ABAETÉ";"JAIR BOLSONARO";"7581"
"ABAETÉ";"NULO";"1390"
"ABRE CAMPO";"BRANCO";"211"
"ABRE CAMPO";"FERNANDO HADDAD";"3954"
"ABRE CAMPO";"JAIR BOLSONARO";"3260"
"ABRE CAMPO";"NULO";"852"
"ACAIACA";"BRANCO";"57"
"ACAIACA";"FERNANDO HADDAD";"1377"
"ACAIACA";"JAIR BOLSONARO";"782"
"ACAIACA";"NULO";"307"
"AGUANIL";"BRANCO";"86"
"AGUANIL";"FERNANDO HADDAD";"1080"
"AGUANIL";"JAIR BOLSONARO";"1399"
"AGUANIL";"NULO";"394"
"AIMORÉS";"BRANCO";"276"
"AIMORÉS";"FERNANDO HADDAD";"4715"
"AIMORÉS";"JAIR BOLSONARO";"7712"
"AIMORÉS";"NULO";"1211"
"AIURUOCA";"BRANCO";"99"
"AIURUOCA";"FERNANDO HADDAD";"1393"
"AIURUOCA";"JAIR BOLSONARO";"1701"
"AIURUOCA";"NULO";"476"
"ALAGOA";"BRANCO";"62"
"ALAGOA";"FERNANDO HADDAD";"462"
"ALAGOA";"JAIR BOLSONARO";"1165"
"ALAGOA";"NULO";"186"
"ALBERTINA";"BRANCO";"54"
"ALBERTINA";"FERNANDO HADDAD";"352"
"ALBERTINA";"JAIR BOLSONARO";"1419"
"ALBERTINA";"NULO";"195"
"ALFENAS";"BRANCO";"1149"
"ALFENAS";"FERNANDO HADDAD";"12837"
"ALFENAS";"JAIR BOLSONARO";"27671"
"ALFENAS";"NULO";"3871"
"ALFREDO VASCONCELOS";"BRANCO";"112"
"ALFREDO VASCONCELOS";"FERNANDO HADDAD";"1955"
"ALFREDO VASCONCELOS";"JAIR BOLSONARO";"1922"
"ALFREDO VASCONCELOS";"NULO";"665"
"ALMENARA";"BRANCO";"303"
"ALMENARA";"FERNANDO HADDAD";"12687"
"ALMENARA";"JAIR BOLSONARO";"5418"
"ALMENARA";"NULO";"2096"
"ALPERCATA";"BRANCO";"99"
