"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ACRELÂNDIA";"BRANCO";"65"
"ACRELÂNDIA";"FERNANDO HADDAD";"1300"
"ACRELÂNDIA";"JAIR BOLSONARO";"5165"
"ACRELÂNDIA";"NULO";"167"
"ASSIS BRASIL";"BRANCO";"42"
"ASSIS BRASIL";"FERNANDO HADDAD";"1660"
"ASSIS BRASIL";"JAIR BOLSONARO";"2333"
"ASSIS BRASIL";"NULO";"102"
"BRASILÉIA";"BRANCO";"142"
"BRASILÉIA";"FERNANDO HADDAD";"3208"
"BRASILÉIA";"JAIR BOLSONARO";"8711"
"BRASILÉIA";"NULO";"256"
"BUJARI";"BRANCO";"104"
"BUJARI";"FERNANDO HADDAD";"1274"
"BUJARI";"JAIR BOLSONARO";"4676"
"BUJARI";"NULO";"145"
"CAPIXABA";"BRANCO";"66"
"CAPIXABA";"FERNANDO HADDAD";"1086"
"CAPIXABA";"JAIR BOLSONARO";"3895"
"CAPIXABA";"NULO";"86"
"CRUZEIRO DO SUL";"BRANCO";"720"
"CRUZEIRO DO SUL";"FERNANDO HADDAD";"7818"
"CRUZEIRO DO SUL";"JAIR BOLSONARO";"31147"
"CRUZEIRO DO SUL";"NULO";"1127"
"EPITACIOLÂNDIA";"BRANCO";"120"
"EPITACIOLÂNDIA";"FERNANDO HADDAD";"2026"
"EPITACIOLÂNDIA";"JAIR BOLSONARO";"6284"
"EPITACIOLÂNDIA";"NULO";"166"
"FEIJÓ";"BRANCO";"149"
"FEIJÓ";"FERNANDO HADDAD";"5256"
"FEIJÓ";"JAIR BOLSONARO";"6296"
"FEIJÓ";"NULO";"285"
"JORDÃO";"BRANCO";"14"
"JORDÃO";"FERNANDO HADDAD";"1415"
"JORDÃO";"JAIR BOLSONARO";"1375"
"JORDÃO";"NULO";"62"
"MANOEL URBANO";"BRANCO";"57"
"MANOEL URBANO";"FERNANDO HADDAD";"1621"
"MANOEL URBANO";"JAIR BOLSONARO";"2274"
"MANOEL URBANO";"NULO";"146"
"MARECHAL THAUMATURGO";"BRANCO";"58"
"MARECHAL THAUMATURGO";"FERNANDO HADDAD";"2451"
"MARECHAL THAUMATURGO";"JAIR BOLSONARO";"2548"
"MARECHAL THAUMATURGO";"NULO";"147"
"MÂNCIO LIMA";"BRANCO";"115"
"MÂNCIO LIMA";"FERNANDO HADDAD";"2334"
"MÂNCIO LIMA";"JAIR BOLSONARO";"5225"
"MÂNCIO LIMA";"NULO";"184"
"PLÁCIDO DE CASTRO";"BRANCO";"144"
"PLÁCIDO DE CASTRO";"FERNANDO HADDAD";"1837"
"PLÁCIDO DE CASTRO";"JAIR BOLSONARO";"6531"
"PLÁCIDO DE CASTRO";"NULO";"226"
"PORTO ACRE";"BRANCO";"115"
"PORTO ACRE";"FERNANDO HADDAD";"2059"
"PORTO ACRE";"JAIR BOLSONARO";"7150"
"PORTO ACRE";"NULO";"212"
"PORTO WALTER";"BRANCO";"37"
"PORTO WALTER";"FERNANDO HADDAD";"1208"
"PORTO WALTER";"JAIR BOLSONARO";"1897"
"PORTO WALTER";"NULO";"69"
"RIO BRANCO";"BRANCO";"3799"
"RIO BRANCO";"FERNANDO HADDAD";"32937"
"RIO BRANCO";"JAIR BOLSONARO";"158264"
"RIO BRANCO";"NULO";"5868"
"RODRIGUES ALVES";"BRANCO";"108"
"RODRIGUES ALVES";"FERNANDO HADDAD";"1682"
"RODRIGUES ALVES";"JAIR BOLSONARO";"4762"
"RODRIGUES ALVES";"NULO";"145"
"SANTA ROSA DO PURUS";"BRANCO";"25"
"SANTA ROSA DO PURUS";"FERNANDO HADDAD";"975"
"SANTA ROSA DO PURUS";"JAIR BOLSONARO";"847"
"SANTA ROSA DO PURUS";"NULO";"77"
"SENA MADUREIRA";"BRANCO";"222"
"SENA MADUREIRA";"FERNANDO HADDAD";"3711"
"SENA MADUREIRA";"JAIR BOLSONARO";"12051"
"SENA MADUREIRA";"NULO";"308"
"SENADOR GUIOMARD";"BRANCO";"225"
"SENADOR GUIOMARD";"FERNANDO HADDAD";"2452"
"SENADOR GUIOMARD";"JAIR BOLSONARO";"10247"
"SENADOR GUIOMARD";"NULO";"305"
"TARAUACÁ";"BRANCO";"167"
"TARAUACÁ";"FERNANDO HADDAD";"5267"
"TARAUACÁ";"JAIR BOLSONARO";"8292"
"TARAUACÁ";"NULO";"368"
"XAPURI";"BRANCO";"100"
"XAPURI";"FERNANDO HADDAD";"3400"
"XAPURI";"JAIR BOLSONARO";"4929"
"XAPURI";"NULO";"208"
