"NM_MUNICIPIO";"NM_VOTAVEL";"QT_VOTOS"
"ABADIA DE GOIÁS";"ALVARO DIAS";"28"
"ABADIA DE GOIÁS";"BRANCO";"117"
"ABADIA DE GOIÁS";"CABO DACIOLO";"76"
"ABADIA DE GOIÁS";"CIRO GOMES";"441"
"ABADIA DE GOIÁS";"EYMAEL";"4"
"ABADIA DE GOIÁS";"FERNANDO HADDAD";"1246"
"ABADIA DE GOIÁS";"GERALDO ALCKMIN";"228"
"ABADIA DE GOIÁS";"GUILHERME BOULOS";"35"
"ABADIA DE GOIÁS";"HENRIQUE MEIRELLES";"182"
"ABADIA DE GOIÁS";"JAIR BOLSONARO";"3894"
"ABADIA DE GOIÁS";"JOÃO AMOÊDO";"61"
"ABADIA DE GOIÁS";"MARINA SILVA";"44"
"ABADIA DE GOIÁS";"NULO";"302"
"ABADIA DE GOIÁS";"VERA";"2"
"ABADIÂNIA";"ALVARO DIAS";"44"
"ABADIÂNIA";"BRANCO";"211"
"ABADIÂNIA";"CABO DACIOLO";"36"
"ABADIÂNIA";"CIRO GOMES";"360"
"ABADIÂNIA";"EYMAEL";"2"
"ABADIÂNIA";"FERNANDO HADDAD";"1136"
"ABADIÂNIA";"GERALDO ALCKMIN";"464"
"ABADIÂNIA";"GUILHERME BOULOS";"28"
"ABADIÂNIA";"HENRIQUE MEIRELLES";"151"
"ABADIÂNIA";"JAIR BOLSONARO";"4594"
"ABADIÂNIA";"JOÃO AMOÊDO";"44"
"ABADIÂNIA";"JOÃO GOULART FILHO";"4"
"ABADIÂNIA";"MARINA SILVA";"43"
"ABADIÂNIA";"NULO";"450"
"ABADIÂNIA";"VERA";"4"
"ACREÚNA";"ALVARO DIAS";"44"
"ACREÚNA";"BRANCO";"242"
"ACREÚNA";"CABO DACIOLO";"53"
"ACREÚNA";"CIRO GOMES";"468"
"ACREÚNA";"EYMAEL";"1"
"ACREÚNA";"FERNANDO HADDAD";"3205"
"ACREÚNA";"GERALDO ALCKMIN";"459"
"ACREÚNA";"GUILHERME BOULOS";"13"
"ACREÚNA";"HENRIQUE MEIRELLES";"179"
"ACREÚNA";"JAIR BOLSONARO";"5468"
"ACREÚNA";"JOÃO AMOÊDO";"334"
"ACREÚNA";"JOÃO GOULART FILHO";"3"
"ACREÚNA";"MARINA SILVA";"54"
"ACREÚNA";"NULO";"796"
"ACREÚNA";"VERA";"2"
"ADELÂNDIA";"ALVARO DIAS";"2"
"ADELÂNDIA";"BRANCO";"35"
"ADELÂNDIA";"CABO DACIOLO";"7"
"ADELÂNDIA";"CIRO GOMES";"88"
"ADELÂNDIA";"FERNANDO HADDAD";"275"
"ADELÂNDIA";"GERALDO ALCKMIN";"81"
"ADELÂNDIA";"GUILHERME BOULOS";"5"
"ADELÂNDIA";"HENRIQUE MEIRELLES";"41"
"ADELÂNDIA";"JAIR BOLSONARO";"1382"
"ADELÂNDIA";"JOÃO AMOÊDO";"15"
"ADELÂNDIA";"MARINA SILVA";"5"
"ADELÂNDIA";"NULO";"82"
"ADELÂNDIA";"VERA";"1"
"ALEXÂNIA";"ALVARO DIAS";"64"
"ALEXÂNIA";"BRANCO";"440"
"ALEXÂNIA";"CABO DACIOLO";"193"
"ALEXÂNIA";"CIRO GOMES";"870"
"ALEXÂNIA";"EYMAEL";"8"
"ALEXÂNIA";"FERNANDO HADDAD";"2076"
"ALEXÂNIA";"GERALDO ALCKMIN";"1349"
"ALEXÂNIA";"GUILHERME BOULOS";"37"
"ALEXÂNIA";"HENRIQUE MEIRELLES";"313"
"ALEXÂNIA";"JAIR BOLSONARO";"8286"
"ALEXÂNIA";"JOÃO AMOÊDO";"148"
"ALEXÂNIA";"JOÃO GOULART FILHO";"5"
"ALEXÂNIA";"MARINA SILVA";"118"
"ALEXÂNIA";"NULO";"952"
"ALEXÂNIA";"VERA";"4"
"ALOÂNDIA";"ALVARO DIAS";"4"
"ALOÂNDIA";"BRANCO";"41"
"ALOÂNDIA";"CABO DACIOLO";"6"
"ALOÂNDIA";"CIRO GOMES";"116"
"ALOÂNDIA";"EYMAEL";"1"
"ALOÂNDIA";"FERNANDO HADDAD";"349"
"ALOÂNDIA";"GERALDO ALCKMIN";"80"
"ALOÂNDIA";"GUILHERME BOULOS";"1"
"ALOÂNDIA";"HENRIQUE MEIRELLES";"58"
"ALOÂNDIA";"JAIR BOLSONARO";"707"
"ALOÂNDIA";"JOÃO AMOÊDO";"27"
"ALOÂNDIA";"JOÃO GOULART FILHO";"1"
"ALOÂNDIA";"MARINA SILVA";"6"
"ALOÂNDIA";"NULO";"104"
"ALTO HORIZONTE";"ALVARO DIAS";"23"
"ALTO HORIZONTE";"BRANCO";"48"
"ALTO HORIZONTE";"CABO DACIOLO";"23"
"ALTO HORIZONTE";"CIRO GOMES";"179"
"ALTO HORIZONTE";"EYMAEL";"2"
"ALTO HORIZONTE";"FERNANDO HADDAD";"1199"
"ALTO HORIZONTE";"GERALDO ALCKMIN";"105"
"ALTO HORIZONTE";"GUILHERME BOULOS";"7"
